id,objective_id,title_en_GB
1167,361,'Each Little Thing' recorded by Sharon Shannon
1168,361,"'Trup, Trup, a Chapaillí­n', 'A Stór 's a Stóirí­n'"
1169,362,'Popcorn' by Gershon Kingsley
1170,362,'Yellow Submarine' by Lennon and McCartney
1171,363,"Eric Nagler, Danny Kaye, Rolf Harris"
1172,364,fast: 'Flight of the Bumble Bee' by Rimsky-Korsakov
1173,364,"reciting a rhyme quickly, slowly"
1174,364,responding to fast or slow recorded music
1175,364,"running, walking, skipping"
1176,364,slow: 'Morning' from 'Peer Gynt Suite' by Grieg
1177,365,extreme notes on a keyboard instrument
1178,365,"vocal sounds, songs"
1179,366,adjusting volume control on a tape recorder
1180,366,"loud voices, soft voices"
1181,366,"'Over the Sea to Skye', traditional Scottish song"
1182,366,'Pomp and Circumstance' March No. 1 by Elgar;
1183,366,"recorded music, loud or soft"
1184,366,"slamming a door, gently closing a door"
1185,367,"clapping, skipping, marching, waving"
1186,367,'Golliwog's Cakewalk' from 'Children's Corner Suite' by Claude Debussy
1187,367,"'Hello, Dolly' performed by Louis Armstrong"
1188,368,"marching, clapping, tapping the beat"
1189,368,'Portsmouth' by Mike Oldfield
1190,369,"drawing, painting"
1191,369,"it makes me feel happy, frightened, like jumping"
1192,369,"this music is bouncy, scary, funny"
1193,370,"teacher hums 'Twinkle, Twinkle' or 'Pease Porridge Hot' and the child chooses a picture of a star or a picture of a porridge bowl as the appropriate matching symbol"
1194,371,http://nccaplanning.ie/images/content_objectives/Music_Infants_Performing_EarlyLiteracy.jpg
1195,371,"teacher claps a simple rhythm pattern from a selection of known patterns comprising 'cats' (single beats) and 'kittens' (two half beats), which the child matches"
1196,372,beating a drum
1197,372,holding a suspended triangle and striking with a stick
1198,372,shaking a tambourine
1199,372,"taking turns, playing in ones and twos"
1200,373,"when singing a traditional tune (e.g. 'Five fat sausages sitting in the pan, One went pop! And the other went bang') the children may play a note on a melodic instrument for 'pop' and beat a drum on the word 'bang'"
1201,374,"loud, energetic singing for a march or action song"
1202,374,"soft, gentle singing for a lullaby"
1203,375,"'Little Sally Saucer' (l, s, m )"
1204,375,"'See Saw, Marjorie Daw', 'Ring-a-Rosie' (l, s, m)"
1205,375,"simple two-note or three-note tunes and singing games, learned through imitation, without awareness of the solfa names"
1206,375,"'Suas, Síos', 'Cherry Pie' (s, m)"
1207,376,action songs
1208,376,nursery rhymes and songs
1209,376,playground or street games and songs
1210,376,popular tunes from television and radio
1211,376,rainn Ghaeilge
1212,377,"marching, clapping, tapping the beat"
1213,378,"crouching for low sound, stretching up for high sound"
1214,378,demonstrating with arm movements
1215,379,ábhar dúchasach (ón gceantar áitiúil Gaeltachta)
1216,379,"rainn thaitneamhacha, dánta, rabhlóga"
1217,379,"scéalta, amhráin"
1218,380,"gnáthchaint, teachtaireachtaí"
1219,381,"ceard á dhéanamh: hata, aghaidh fidil"
1220,381,cláir oiriúnacha ar TG4
1221,381,cócaireacht shimplí
1222,381,scéalta taifeadta a leanúint
1223,381,sceitsí nó drámaí puipéad agus cartúin
1224,381,sraith fuaimeanna a ainmniú agus scéal a insint
1225,381,téipeanna éisteachta agus dlúthcheirníní
1226,384,"seandaoine, buachaillí, cailíní"
1227,385,éisteacht agus aimsiú
1228,385,éisteacht agus aithint nó taispeáint
1229,385,éisteacht agus meaitseáil
1230,385,éisteacht agus mím a dhéanamh
1231,385,éisteacht agus tomhas
1232,386,"béim, tuin na cainte"
1233,386,geáitsí
1234,386,"na súile, an aghaidh"
1235,387,‘Chuaigh Micilín Muc ar an aonach lá’
1236,388,"áthas, brón, fearg, eagla, sásamh, míshásamh"
1237,389,ag teacht isteach agus ag dul amach ag am lóin
1238,389,cluichí teanga
1239,389,gníomhaíochtaí á n-eagrú sa rang
1240,389,grúpáil agus obair ranga
1241,390,ceolchoirm
1242,390,Lá Fhéile Pádraig
1243,390,"na hamhránaithe, an cór, aithriseoireacht damhsa"
1244,390,"nósanna sean agus nua, scéalta faoi na mairbh"
1245,390,Oíche Shamhna
1246,390,"suaitheantas a dhéanamh ó threoracha, scéalta simplí béaloidis"
1247,391,deir Ó Grádaigh: ‘Cuir do lámh dheas ar do chorróg chlé.’
1248,391,éisteacht agus dathú
1249,391,éisteacht agus pictiúr a tharraingt
1250,391,"gluaiseacht le ceol: an ceann, na guaillí, na huillinneacha"
1251,392,roimh éisteacht le comhrá nó scéal taifeadta: ‘Éist agus abair cén t-ainmhí a luaitear.’
1252,392,"tar éis éisteachta: ‘Cé na páistí a bhí sa scéal?’, ‘Céard a tharla ansin, meas tú?’"
1253,393,"bualadh bos, damhsa mar fhreagra ar an gceol"
1254,394,caidreamh sóisialta a dhéanamh
1255,395,"‘Chomh bán le sneachta, chomh dearg le fuil’"
1256,395,Lá Fhéile Pádraig—scéal faoi Phádraig
1257,395,Oíche Shamhna—cluichí
1258,395,"samhlacha a úsáid, i gcomhthéacs"
1259,395,seanfhocail a phlé
1260,397,"abairtí simplí a cheangal le chéile: ‘Chonaic mé cat agus madra.’, ‘Ní maith liom im ná subh'"
1261,397,"focail cháilitheacha: beag bídeach, mór millteach"
1262,400,"ag teacht, ag imirt, ag scríobh"
1263,400,anois
1264,400,"déanfaidh, ní dhéanfaidh mé, ní bheidh sé"
1265,400,"fuair mé, rinne tú, bhí sé"
1266,400,"í thugann sé, ní éiríonn tú, ní fhaigheann sí, ní bhím"
1267,400,"ní bhfuair mé, ní dhearna tú, ní raibh sibh"
1268,400,"tugann sé, éiríonn tú, faigheann sí, bím"
1269,401,‘An bhfuil cead agam deoch a fháil?’
1270,401,‘An bhfuil cead agam mo lámha a ní?’
1271,401,‘An maith/Ar mhaith leat úll?’
1272,401,"cé, cad, cad chuige?"
1273,402,"‘Chuaigh mé ag siopadóireacht, cheannaigh mé seacláid, brioscáin, milseáin agus ...’"
1274,402,‘Feicim le mo shúilín’
1275,402,"‘Tá sí tanaí agus géar, bíonn sí sa chistin.’"
1276,402,aimsiú agus labhairt
1277,402,aimsiú difríochtaí idir phictiúir
1278,402,"cur síos ar rud éigin, na páistí eile ag tomhas"
1279,402,focail fhrithchiallacha
1280,402,gníomhú agus labhairt
1281,402,liostú
1282,402,meaitseáil agus labhairt
1283,404,"labhairt faoi/fúithi féin, a c(h)aitheamh aimsire, agus faoina g(h)náthshaol laethúil"
1284,406,puipéid a úsáid
1285,407,na páistí i bpearsantachtaí eile sa suíomh
1286,407,na páistí ina bpearsantachtaí féin sa suíomh
1287,408,ábhair a bhfuil suim ag na páistí iontu
1288,409,"ar, sa, faoi, idir, ag, roimh, thar"
1289,409,"ó, do, de, le, chuig"
1290,409,"ort, fúm, agam, liom, uaidh, dúinn"
1291,410,rainn dhúchasacha nuair is féidir
1292,411,"pictiúir, leabhar mór nó póstaeir"
1293,413,focail raiméiseacha agus focail
1294,413,neamhchoitianta a chloisteáil agus a rá
1295,413,rainn agus amhráin ina bhfuil curfá gan bhrí
1296,414,‘Cé na daoine a dtaitníonn snámh nó scátáil leo?’
1297,414,‘Céard iad na cláir theilifíse is fearr leat?’
1298,415,An féidir leat an chathaoir a bhogadh?
1299,415,"ná bí, ná bígí, ná dún, ná dúnaigí"
1300,415,"tar, tagaigí anseo, suigh síos, suígí síos"
1301,416,"geáitsí, tuin, béim"
1302,417,"fógraí sa seomra ranga, sa scoil agus sa timpeallacht"
1303,417,lipéid ar shaothair ealaíne
1304,417,lipéid le haghaidh rudaí sa seomra ranga
1305,417,scríbhneoireacht ar an gclár dubh
1306,419,"pictiúrleabhair, cartúin agus páipéir ghrinn, scéalta, dánta, rainn, póstaeir, fógraí"
1307,421,"leabhair scéalaíochta, rainn, leabhair eolais"
1308,422,an chéad chuid eile den scéal nó an deireadh a thuar
1309,422,ceisteanna a chur agus a fhreagairt
1310,422,eachtraí ar leith a thabhairt chun cuimhne
1311,423,a s(h)aothar féin agus saothar páistí eile a léamh
1312,423,léamh os ard chun téacs a roinnt le lucht éisteachta
1313,424,"cail-ín, cloig-ín, mirl-ín"
1314,424,cnuaschonsain ag tús focal le l- agus r-
1315,424,défhoghair
1316,424,"feadóg—fada, sean—san, tuí—tí"
1317,424,gutaí (gearr agus fada)
1318,424,"luch-óg, cup-óg, ord-óg"
1319,424,"m. sh. pláta, bláth, bréagán, traein, Gráinne"
1320,424,"muc—múch, te—té"
1321,424,rím ag deireadh focal
1322,424,"salann—álainn, cloch—clóca"
1323,424,túschonsain (caol agus leathan)
1324,424,"uachtar, fuar, rua, iasc, scian, bia"
1325,425,‘Féachaigí ar an gcéad líne sa chéad alt!’
1326,425,"teideal, clúdach, leathanach, lánstad, camóg"
1327,427,"roth/ar, tóg/ann, cailín/í, bus/anna"
1328,428,"teid/í, mam/aí, súg/radh, a/má/rach"
1329,429,"An gcloiseann tú?, i mbosca, ag an ngeata, lá na n-amadán"
1330,429,"mo chara, bhris, thóg"
1331,431,na ceannlitreacha agus an lánstad
1332,433,"scéal, rann, cartún"
1333,435,"cartúin, páipéir ghrinn, scéalta simplí, dánta simplí, sceideal teilifíse"
1334,436,cluichí boird
1335,436,léamh agus mím a dhéanamh
1336,436,léamh agus tarraingt pictiúr
1337,436,"léamh agus tomhas, puzail"
1338,438,ceisteanna a chur agus a fhreagairt
1339,438,gníomhaíochtaí ealaíne
1340,438,rólghlacadh
1341,439,"páiste eile, an múinteoir, tuismitheoir, duine fásta eile"
1342,440,"ceolchoirm, focail na n-amhrán"
1343,440,Lá Fhéile Pádraig—cártaí
1344,440,Oíche Shamhna—tuairisc ar na nósanna
1345,440,scéalta simplí béaloidis
1346,441,cluichí léitheoireachta don ríomhaire
1347,441,scéalta idirghníomhacha don ríomhaire
1348,442,dea-iarrachtaí á moladh
1349,442,ó chuairteoirí
1350,442,ó na páistí eile
1351,442,obair phearsanta an pháiste ar taispeáint
1352,442,ón múinteoir
1353,445,bailiúcháin de shaothair phearsanta
1354,445,obair ar taispeáint
1355,445,saothar na bpáistí á léamh os ard
1356,451,"tóirfhocal, an crochadóir"
1357,452,freagraí i suirbhéanna
1358,452,tuairiscí a scríobh
1359,454,na ceannlitreacha agus an lánstad
1360,455,"foclóir beag, bia, liosta siopadóireachta"
1361,456,"áthas, brón, eagla, fearg"
1362,458,"litriú, an leagan amach"
1363,459,cártaí d’ócáidí áirithe
1364,459,"lá breithe, an Nollaig"
1365,459,"lá na máithreacha, lá na n-aithreacha"
1366,459,nótaí
1367,459,teachtaireachtaí
1368,460,"é/í féin, an múinteoir, páistí eile, an teaghlach, cuairteoirí"
1369,461,"ocras, tart, fuacht, teas, tinneas"
1370,462,"frásaí, cuntais"
1371,463,ábhair atá spéisiúil do pháistí
1372,463,caitheamh aimsire
1373,465,Ceol: éisteacht le ceol Gaelach agus scríobh faoi
1374,465,Lá Fhéile Pádraig: cártaí chuig scoil eile
1375,466,buille faoi thuairim a thabhairt
1376,466,focail choitianta a mbíonn gá leo go rialta
1377,466,patrúin chomónta litrithe a fhoghlaim
1378,467,ábhar dúchasach (ón gceantar áitiúil Gaeltachta)
1379,467,"dánta, rabhlóga, scéalta agus amhráin"
1380,468,ag caint faoin gceantar
1381,468,ag insint scéalta
1382,469,"amhráin, rainn, scéalta"
1383,469,"cartúin, sceitsí, drámaí"
1384,469,cláir oiriúnacha ar TG4 agus RTÉ;
1385,469,clár cócaireachta
1386,469,míreanna as cláir eolais
1387,469,téipeanna éisteachta agus dlúthcheirníní;
1388,473,aimsigh na difríochtaí idir dhá phictiúr
1389,473,áit a aimsiú ar léarscáil na hÉireann
1390,473,bingo—uatha agus iolra a cheangal
1391,473,éisteacht agus aimsiú
1392,473,éisteacht agus meaitseáil
1393,473,éisteacht agus mím a dhéanamh
1394,473,éisteacht agus taispeáint
1395,473,éisteacht agus tomhas
1396,473,éisteacht le sraith fuaimeanna agus scéal a insint
1397,473,tráth na gceist
1398,474,"béim, tuin na cainte"
1399,474,geáitsí
1400,474,guthanna difriúla a chloisteáil
1401,474,"na súile, an aghaidh"
1402,474,spraoi le buille faoi thuairim faoin saghas daoine iad
1403,475,"consain loma, shéimhithe, uraithegutaí fada agus gearra"
1404,475,fuaimeanna canúna áirithe a chloisteáil go rialta
1405,475,idirdhealú a dhéanamh idir fhuaimeanna naGaeilge agus fuaimeanna an Bhéarla
1406,476,"áthas, brón, fearg, eagla, sásamh, míshásamh"
1407,476,"fuar, te, glór ard, garbh, binn nó íseal, crua, bog"
1408,477,"cora cainte, samhlacha dúchasacha"
1409,477,féile drámaíochta scoile nó ceantair
1410,477,freastal ar sceitsí agus ar dhrámaí Gaeilge
1411,477,Oíche Shamhna: cloisteáil faoi nósanna sean agus nua
1412,477,scéalta gearra béaloidis ón gceantar
1413,478,‘Déan iarracht é seo a ghreamú.’
1414,478,"an aimsir—fuar nó te, tirim nó fliuch"
1415,478,"Ardaígí na guaillí, íslígí na huillinneacha.’"
1416,478,duine a aithint i bpictiúr ó chur síos taifeadta
1417,478,éisteacht agus aithint
1418,478,éisteacht agus breacadh nóta
1419,478,éisteacht agus clárú eolais le tic i mbosca
1420,478,éisteacht agus leanúint treoracha
1421,478,"gearr, greamaigh, fuaigh, tarraing"
1422,478,gluaiseacht le ceol‘
1423,479,"réamhcheisteanna, ceisteanna le linn éisteachta, iarcheisteanna"
1424,480,"cnaguirlisí, damhsa mar fhreagra ar an gceol"
1425,481,‘Céard is brí le …?’
1426,481,cabhair a lorg
1427,481,caidreamh sóisialta a dhéanamh
1428,482,‘Bhí an oíche chomh dubh le pic’
1429,482,"baile, sráid, béal, áth, eas, loch, tulach"
1430,482,cluichí
1431,482,cora cainte
1432,482,logainmneacha na háite agus na tíre
1433,482,Oíche Shamhna
1434,482,samhlacha a úsáid i gcomhthéacs
1435,482,seanfhocail a úsáid agus a saíocht a phlé
1436,483,ainmneacha cuid de thíortha na hEorpa as Gaeilge
1437,483,"bicycle, factory, fridge, tap, sink,"
1438,483,"carr, diosca, teileafón, teilifís"
1439,483,"cha raibh = ní raibh, bhíos = bhí mé"
1440,483,comparáid a dhéanamh idir na canúintí
1441,483,"focail iasachta sa Ghaeilge, na fáthanna a phlé"
1442,483,"Gaeilge, Gaelainn, Gaeilig"
1443,483,na cosúlachtaí a fheiceáil
1444,485,aontú agus easaontú
1445,485,dearcadh a léiriú
1446,485,tacaíocht a léiriú
1447,486,an seanfhear bocht cromtha
1448,486,"na cailíní óga, na buachaillí lúfara"
1449,486,Shiúil mé go tapa.
1450,486,Tá Pól níos óige ná Máire
1451,487,amhráin dhúchasacha agus nuachumtha
1452,487,lúibíní
1453,488,"mo, do, a (le agus gan séimhiú)"
1454,490,"ag briseadh, ag éirí, ag teacht"
1455,490,"bhris sé, d’éirigh sí, tháinig mé"
1456,490,"briseann sí, éiríonn sé, tagann tú"
1457,490,"brisfidh sí, éireoidh tú, tiocfaidh siad"
1458,491,An bhfaca? Chonaic. Ní fhaca.
1459,491,Ar ith? D’ith. Níor ith.
1460,491,Ar mhaith leat milseán? Ba mhaith/Níor mhaith
1461,491,Cathain?
1462,491,Cén fáth?/Cad chuige?
1463,491,Conas?/Cén chaoi?/Cén dóigh?
1464,492,cluichí beirte agus i ngrúpa ag roinnt eolaisforlíonadh pictiúir trí eolas a fháil
1465,492,cur síos ar rud éigin agus páiste ag tomhas
1466,492,léarscáil bhán a líonadh ó leideanna
1467,492,meaitseáil—ceisteanna a chur agus eolas a fháil chun péire pictiúr a mheaitseáil
1468,492,páiste amháin ag tabhairt treoracha
1469,492,tomhas traidisiúnta
1470,493,dánta nuachumtha spraíúla
1471,493,rainn dhúchasacha
1472,494,labhairt faoi/fúithi féin a c(h)aitheamh aimsire agus a g(h)náthshaol laethúil
1473,496,ar chárta ag gach duine
1474,496,"fadhb le réiteach ag an ngrúpa, ach a ról féin"
1475,497,bunaithe ar na scéalta a insíodh
1476,499,"agam, fúm, di, roimhe, uaidh, linn, agaibh, leo, acu"
1477,499,"ar, i, faoi, idir, ag, ó, do, de, le"
1478,500,"cur síos nó tuairisc ar rudaí, ar dhaoine agus ar phearsantachtaí"
1479,500,le cabhair póstaer agus pictiúr
1480,502,focail neamhchoitianta a chloisteáil agus a rá
1481,502,rabhlóga agus seafóid dhúchasach
1482,502,rainn agus amhráin ina bhfuil curfá gan bhrí
1483,503,‘Cén aois thú?’
1484,503,"‘Cén deoch is mó a ólann tú, uisce nó bainne?’"
1485,504,‘An féidir leat an fhuinneog a dhúnadh?’
1486,504,"seas, seasaigí, ná seasaigí ansin!"
1487,505,bunuimhreacha
1488,505,orduimhreacha
1489,505,uimhreacha pearsanta
1490,506,cluichí páirce
1491,508,"fógraí sa seomra ranga, sa scoil, sa bhanc, in oifig an phoist"
1492,508,scríbhneoireacht ar an gclár dubh
1493,512,dánta nuachumtha agus áitiúla
1494,512,"finscéalta, scéalta béaloidis áitiúla"
1495,512,"páipéir ghrinn, irisí, leabhair eolais"
1496,512,rainn dhúchasacha
1497,513,an chéad chuid eile den scéal nó an deireadh a thuar
1498,513,an t-ábhar a phlé
1499,513,ceisteanna a chur agus a fhreagairt
1500,513,sonraí agus eachtraí ar leith a thabhairt chun cuimhne
1501,514,"/ai/ adharc, gadhar"
1502,514,"/au/ gabhar, ramhar"
1503,514,"a paiste, páiste"
1504,514,"b- bí, buí"
1505,514,"cn-, tn-, gn- cnoc, tnúth, gnáth"
1506,514,cnuaschonsain ag tús focal
1507,514,défhoghair
1508,514,"e fear, féar"
1509,514,gutaí (gearr agus fada)
1510,514,"i ciste, císte"
1511,514,"m- mín, maoin"
1512,514,"o coiste, cóiste"
1513,514,"p- pioc, poc"
1514,514,"sm- smólach, smaointe"
1515,514,"sn- sneachta, snas"
1516,514,"st- stór, stiúir"
1517,514,túschonsain (caol agus leathan)
1518,514,"u bus, tús"
1519,515,a s(h)aothar féin agus saothar páistí eile a léamh
1520,515,eolas a aimsiú agus é a roinnt le daoine eile
1521,515,glacadh le moltaí ó dhaoine eile
1522,515,léamh os ard chun téacs a roinnt le lucht éisteachta
1523,516,"caibidil, alt, clár, réamhrá"
1524,518,"siopadóir/eacht, ól/ann, rith/fidh, bríst/í"
1525,519,"com/por/dach, garr/aí/o/dóir, tais/peáint"
1526,520,mh agus bh = /v/ nó /w/
1527,520,"th agus sh = /h/, ph = /f/"
1528,522,"na ceannlitreacha, an lánstad, an chamóg, an comhartha ceiste"
1529,524,"cartúin, páipéir ghrinn, scéalta, dánta"
1530,524,"leabhair eolais, sceideal teilifíse, biachláir"
1531,525,cluichí boird
1532,525,léamh agus leanúint treoracha
1533,525,léamh agus mím a dhéanamh
1534,525,léamh agus tarraingt pictiúr
1535,525,léamh agus tomhas
1536,528,ceisteanna a chur agus a fhreagairt
1537,528,gníomhaíochtaí ealaíne
1538,528,plé a dhéanamh
1539,528,rólghlacadh
1540,528,scríbhneoireacht
1541,529,ceisteanna a léamh i gceistiúchán
1542,529,greille a líonadh
1543,529,léamh agus clárú eolais
1544,529,léamh agus insint
1545,529,léitheoireachta
1546,529,rólghlacadh a bhunú ar ábhar
1547,530,"ceolchoirm, dráma, sorcas"
1548,530,focail na n-amhrán
1549,530,scéalta simplí béaloidis
1550,530,"seanchas, piseoga"
1551,531,"an teideal, an pictiúr ar an gclúdach a scrúdú"
1552,531,"ord aibítre, ceannlíne, an clár, léaráidí, ábhar an leabhair a scrúdú"
1553,532,"síscéalta, finscéalta, scéalta grinn"
1554,533,gnáthstíl léitheoireachta
1555,533,spléachadh chun eolas faoi leith a aimsiú
1556,533,súil thapa chun an téacs a aithint
1557,536,ábhair spéise a fhiosrú agus a fhorbairt athuilleadh agus léargas nua a fháil trí mheán na léitheoireachta
1558,536,ábhar matamaitice a léamh ar chláir ríomhaire
1559,536,cluichí léitheoireachta don ríomhaire
1560,536,scéalta idirghníomhacha don ríomhaire
1561,536,scimeáil ar an idirlíon chun ábhar Gaeilge a léamh
1562,537,dea-iarrachtaí á n-aithint
1563,537,obair phearsanta an pháiste ar taispeáint
1564,537,"ón múinteoir, ó na páistí eile, ó chuairteoirí"
1565,540,bailiúcháin de shaothair phearsanta
1566,540,"nuachtán ranga, tionscadail"
1567,540,"obair ar taispeáint: póstaeir, ailt"
1568,540,saothar na bpáistí á léamh os ard
1569,545,"tóirfhocal, crosfhocail shimplí"
1570,546,crosfhocail do ranganna eile
1571,546,suirbhéanna a chumadh agus freagraí a scríobh
1572,546,treoracha faoi conas a oibríonn rud éigin
1573,546,tuairiscí a scríobh
1574,548,"na ceannlitreacha, an lánstad, an chamóg, an comhartha ceiste"
1575,549,eagarthóireacht le cabhair an ríomhaire phearsanta
1576,549,"ullmhúchán, dréachtú, léamh, athdhréachtú, athscríobh"
1577,550,"biachláir, liosta siopadóireachta, comhábhair"
1578,551,"áthas, brón, eagla, fearg, díomá, ionadh, bród"
1579,554,"cárta poist, litir ghearr, teachtaireacht, nóta"
1580,555,"é/í féin, an múinteoir, páistí eile, an teaghlach, cuairteoirí"
1581,556,"ocras, tart, fuacht, teas, blas, boladh"
1582,557,ábhair atá spéisiúil do pháistí
1583,557,an gnáthshaol laethúil
1584,557,caitheamh aimsire
1585,557,rudaí a chuir as dó/di
1586,557,rudaí a chuir eagla air/uirthi
1587,557,rudaí greannmhara a tharla
1588,557,rudaí taitneamhacha a tharla
1589,558,éisteacht le ceol agus scríobh faoi
1590,558,scéal gearr béaloidis a scríobh
1591,558,seanfhocail a scríobh agus a léiriú le pictiúir
1592,559,buille faoi thuairim a thabhairt
1593,559,focail choitianta a mbíonn gá leo go rialta a fhoghlaim
1594,559,patrúin chomónta litrithe a fhoghlaim
1595,560,eachtraí a chumadh agus a scríobh
1596,560,pictiúir a chur in ord agus scéal a scríobh
1597,560,scéalta a chríochnú
1598,561,ábhar dúchasach (ón gceantar áitiúil Gaeltachta)
1599,561,"dánta, rabhlóga, scéalta, amhráin"
1600,562,ag caint faoi ábhair ghinearálta
1601,562,eolas faoin gceantar
1602,562,seanchas
1603,563,cláir oiriúnacha ar TG4 agus ar RTÉ
1604,563,"clár cócaireachta, míreanna as cláir eolais"
1605,563,físeáin d’ábhair éagsúla
1606,563,"irischláir, cláir spóirt agus staire, nuacht agus aimsir, fógraí"
1607,563,rockamhráin agus ceol tíre Gaeilge
1608,563,téipeanna éisteachta agus dlúthcheirníní
1609,563,"tráth na gceist, drámaí"
1610,566,éisteacht agus tomhas
1611,566,tráth na gceist
1612,567,"réamhcheisteanna, ceisteanna le linn éisteachta, iarcheisteanna"
1613,568,béim agus tuin na cainte
1614,568,geáitsí
1615,568,guthanna difriúla a chloisteáil
1616,568,"na súile, an aghaidh"
1617,569,fuaimeanna an cheantair agus canúintí eile
1618,569,idirdhealú a dhéanamh idir fuaimeanna na Gaeilge agus fuaimeanna an Bhéarla
1619,571,"ceol na hÉireann, sean agus nua"
1620,571,cora cainte
1621,571,féile drámaíochta scoile nó áitiúil
1622,571,féilte na bliana—lá an phátrúin
1623,571,freastal ar sceitsí agus ar dhrámaí
1624,571,samhlacha dúchasacha
1625,571,scéalta áitiúla béaloidis
1626,573,aithint agus idirdhealú a dhéanamh ó chur síos taifeadta
1627,573,cluichí páirce agus clóisgluaiseacht le ceol
1628,573,éisteacht agus breacadh nóta
1629,573,éisteacht agus clárú eolais
1630,573,éisteacht agus leanúint treoracha
1631,573,scéal a insint ó shraith fuaimeanna
1632,574,"cnaguirlisí, damhsa cruthaitheach, mím"
1633,576,agallaimh bheirte
1634,576,cora cainte
1635,576,féilte na bliana
1636,576,logainmneacha an cheantair agus in Éirinn
1637,576,samhlacha a úsáid i gcomhthéacs
1638,577,comparáid a dhéanamh idir na canúintí
1639,577,comparáid a dhéanamh le comhréir an Bhéarla
1640,577,staid na Gaeilge sa Ghaeltacht
1641,579,dearcadh a léiriú
1642,579,díospóireacht
1643,580,amhráin aeracha le rithim agus struchtúr cinnte
1644,580,amhráin cheol tíre
1645,580,amhráin nuachumtha an cheantair
1646,580,lúibíní
1647,582,cluichí a éilíonn comhoibriú
1648,582,cluichí comórtais
1649,582,cluichí foclóra
1650,582,eolas a chlárú ar ghreille
1651,582,léarscáil bhán a líonadh ó threoracha
1652,582,pictiúr a tharraingt nó a fhorlíonadh
1653,582,tomhais thraidisiúnta
1654,582,tráth na gceist
1655,583,dánta nuachumtha spraíúla
1656,583,filíocht chomhaimseartha ag leibhéal an ranga
1657,583,rainn dhúchasacha i gcomhair cluichí
1658,584,abairtí a cheangal le chéile
1659,584,"agus, nó, ach, mar"
1660,587,an chopail
1661,587,"an t-ainm briathartha, an aidiacht bhriathartha"
1662,587,an t-ainmfhocal
1663,587,"an tuiseal ainmneach agus an tuiseal ginideach, uathu agus iolra"
1664,587,ar an le hurú (séimhiú in áiteanna)
1665,587,briathra rialta agus neamhrialta
1666,587,céimeanna comparáide na haidiachta
1667,587,"focail cháilitheacha: an aidiacht, an dobhriathar"
1668,587,"forainmneacha réamhfhoclacha: orm, ort, air ..."
1669,587,"forainmneacha: mé, tú, sé, é, í"
1670,587,"isteach, istigh, amach, amuigh i gcomhthéacs"
1671,587,na gnáthaimsirí agus modhanna
1672,587,réamhfhocail a úsáid leis an alt
1673,587,sa le séimhiú (le hurú sa chaint in áiteanna)
1674,587,uimhreacha
1675,588,comhoibriú idir na rannpháirtithe agus eolas á roinnt
1676,589,téacsanna na ndrámaí a léamh go cúramach ar dtús
1677,591,"tuairisciú, cur síos, aithint"
1678,593,rabhlóga
1679,593,rainn agus amhráin ina bhfuil curfá gan bhrí a fhoghlaim nó a chumadh
1680,593,scéalta seafóideacha
1681,593,seanfhocail a úsáid agus a saíocht a phlé
1682,594,ceistiúcháin réamhullmhaithe
1683,596,"an banc, oifig an phoist, comharthaí bóthair"
1684,597,"scéalta, filíocht"
1685,601,"dánta nuachumtha agus áitiúla, nuachtáin"
1686,601,"miotais, finscéalta, scéalta béaloidis áitiúla"
1687,601,"páipéir ghrinn, irisí, leabhair eolais"
1688,602,achoimre a dhéanamh ar an scéal
1689,602,an t-ábhar a phlé
1690,602,sonraí agus eachtraí ar leith a thabhairt chun cuimhne
1691,602,téamaí an scéil a thabhairt leis/léi
1692,603,"-(a)í, -(e)anna, -(e)acha"
1693,603,"-(e)ann, -(a)íonn, -f(a)idh, -óidh, -eoidh"
1694,603,foircinn na mbriathra
1695,603,foircinn na n-ainmfhocal iolra
1696,604,a s(h)aothar féin agus saothar páistí eile a léamh
1697,604,leabhair a mholadh agus glacadh le moltaí ó dhaoine eile
1698,604,léamh os ard anois is arís chun téacs a roinnt le lucht éisteachta
1699,604,tionscadail
1700,605,/au/: amharc
1701,605,défhoghair /ai/ agus: adharc
1702,605,"gutaí, gearr agus fada: leacht, léacht"
1703,605,"túschonsain, caol agus leathan: fill, fuil"
1704,606,a (h)eolas ar an domhan
1705,606,"pictiúir, comhthéacs, comhréir, focalaithint"
1706,609,"an comhartha uaillbhreasa, an comhartha ceiste"
1707,609,"na ceannlitreacha, an lánstad, an chamóg,"
1708,610,"gruaig/eadóir, tógál/aí, pictiúr/lann, Iodáil/is"
1709,610,"mí/rialta, droch/íde, príomh/oide, fo/bhaile"
1710,612,an páipéar nuachta
1711,612,cartúin agus páipéir ghrinn
1712,612,"leagan amach, ceannlínte, nuacht, tuairisc"
1713,612,míreanna eolais as fíorleabhair
1714,612,scéalta do dhaoine óga
1715,613,cluichí boird
1716,613,léamh agus leanúint treoracha
1717,613,puzail
1718,616,catalóg ar chártaí agus ar ríomhaire
1719,616,ord aibítre a úsáid
1720,616,údar agus teideal an leabhair
1721,617,péinteáil
1722,617,plé a dhéanamh orthu
1723,617,scríobh fúthu
1724,617,seiftiú
1725,618,greille a líonadh
1726,618,léamh agus aimsiú eolais
1727,618,léamh agus clárú eolais
1728,619,drámaí do dhaoine óga
1729,619,focail na n-amhrán
1730,619,scéalta simplí béaloidis
1731,619,"seanchas, piseoga"
