Subject;Class;Strand;Strand Unit;Content Objectives;Further Information
English;Junior Infants & Senior Infants;Reading ;Competence and confidence in using language ;experience the reading process being modelled;
English;Junior Infants & Senior Infants;Reading ;Competence and confidence in using language ;handle books and browse through them;
English;Junior Infants & Senior Infants;Reading ;Competence and confidence in using language ;encounter early reading through collaborative reading of large-format books and language-experience material;
English;Junior Infants & Senior Infants;Reading ;Competence and confidence in using language ;build up a sight vocabulary of common words from personal experience, from experience of environmental print, and from books read;
English;Junior Infants & Senior Infants;Reading ;Competence and confidence in using language ;learn to isolate the beginning sound of a word or syllable;
English;Junior Infants & Senior Infants;Reading ;Competence and confidence in using language ;learn to isolate beginning and final sounds in written words;
English;Junior Infants & Senior Infants;Reading ;Competence and confidence in using language ;learn to isolate the part of a word or a syllable which allows it to rhyme with another word or syllable;
English;Junior Infants & Senior Infants;Reading ;Competence and confidence in using language ;use knowledge of word order, illustration, context and initial letters to identify unknown words;
English;Junior Infants & Senior Infants;Reading ;Competence and confidence in using language ;engage in shared reading activities;stories, poems, plays, picture books
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;have access to a plentiful supply of books both in the classroom and in the school library;
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;use library facilities outside school;
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;select personal reading material and develop personal taste in reading for pleasure and information;
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;experience different types of text;
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;engage with a wide variety of poetry and verse on a regular basis;
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;develop basic information retrieval skills;using table of contents, chapter headings and index
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;develop basic information retrieval skills;interpreting diagrammatic information
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;develop basic information retrieval skills;scanning and skimming
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;use simple dictionaries effectively;find words
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;use simple dictionaries effectively;find the meaning of words
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;use simple dictionaries effectively;check spelling
English;3rd Class & 4th Class;Reading ;Competence and confidence in using language ;use simple dictionaries effectively;find the pronunciation of words
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;listen to, read, learn, recite and respond to a challenging range of poetry;
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;have access to a wide range of reading material in the classroom and/or school library;magazines, newspapers, fiction and nonfiction books, books written by other pupils, collections of material related to hobbies and interests, reference material, poetry anthologies
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;continue to keep a record of personal reading in various forms;
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;use comprehension skills such as analysing, confirming, evaluating, synthesising and correlating to aid deduction, problem solving and prediction;
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;develop study skills such as skimming, scanning, note-taking and summarising;
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;retrieve and interpret information presented in a variety of ways;flowchart, table, diagram, list, web
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;retrieve and interpret information presented in a variety of ways;survey, question, read, recall and review (SQ3R)
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;support arguments and opinions with evidence from the text;
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;read and interpret different kinds of functional text;forms, menus, timetables, recipes
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;explore appropriate non-fiction texts for various purposes;furthering a personal interest
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;explore appropriate non-fiction texts for various purposes;pursuing a topic raised in class
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;explore appropriate non-fiction texts for various purposes;completing a project
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;use information retrieval strategies in cross-curricular settings;
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;distinguish between fact and opinion, and bias and objectivity, in text and in the media;
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;use the school, classroom and public libraries to develop greater insight into book location, classification and organisation;
English;5th Class & 6th Class;Reading ;Developing cognitive abilities through language;find information relevant to his/her purpose in non-fiction texts, graphs and pictorial and diagrammatic data, and through the use of information technology;graphical and electronic media
English;1st Class & 2nd Class;Reading ;Developing cognitive abilities through language;pursue individual interests through independent reading of fiction and non-fiction;
English;1st Class & 2nd Class;Reading ;Developing cognitive abilities through language;adopt an active approach to a text by posing his/her own questions;
English;1st Class & 2nd Class;Reading ;Developing cognitive abilities through language;give recommendations to and receive recommendations from the wider community of readers on the choice of reading material;parent, teacher, librarian, other children
English;1st Class & 2nd Class;Reading ;Developing cognitive abilities through language;develop comprehension strategies;recalling details and events
English;1st Class & 2nd Class;Reading ;Developing cognitive abilities through language;develop comprehension strategies;assimilating facts
English;1st Class & 2nd Class;Reading ;Developing cognitive abilities through language;develop comprehension strategies;retelling stories
English;1st Class & 2nd Class;Reading ;Developing cognitive abilities through language;perform alphabetical order tasks;
English;1st Class & 2nd Class;Reading ;Developing cognitive abilities through language;predict future events and outcomes in a book that is being read aloud;
English;1st Class & 2nd Class;Reading ;Developing cognitive abilities through language;express a more formal response by giving a considered personal opinion of a book in oral or in written form;
English;1st Class & 2nd Class;Reading ;Developing cognitive abilities through language;use information technology to increase motivation to read and to enhance reading development;
English;Junior Infants & Senior Infants;Reading ;Developing cognitive abilities through language;re-read, retell and act out familiar stories, poems or parts of stories;
English;Junior Infants & Senior Infants;Reading ;Developing cognitive abilities through language;recall and talk about significant events and details in stories;
English;Junior Infants & Senior Infants;Reading ;Developing cognitive abilities through language;analyse and interpret characters, situations, events and sequences presented pictorially;
English;Junior Infants & Senior Infants;Reading ;Developing cognitive abilities through language;predict future incidents and outcomes in stories;
English;Junior Infants & Senior Infants;Reading ;Developing cognitive abilities through language;differentiate between text and pictures;
English;Junior Infants & Senior Infants;Reading ;Developing cognitive abilities through language;understand the function of text;become aware that text says something
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;extend participation in listening and silent reading activities;
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;read short books in one sitting to experience success in reading;
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;explore new interests and perspectives through reading;poetry, non-fiction, newspaper articles
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;read books independently;
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;seek recommendations for books to read and recommend books to others;
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;continue to use information technology to increase motivation to read and to enhance reading development;
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;know the structure and terminology of books;cover, spine, illustration, dedication, table of contents, introduction, page, chapter
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;develop skills in locating and handling books through using well-stocked school and classroom libraries;
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;continue to develop a range of comprehension strategies to deal with narrative, expository and representational reading material;assimilation (what did I learn?)
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;continue to develop a range of comprehension strategies to deal with narrative, expository and representational reading material;deduction (what can I conclude?)
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;continue to develop a range of comprehension strategies to deal with narrative, expository and representational reading material;inference (what may I conclude?)
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;continue to develop a range of comprehension strategies to deal with narrative, expository and representational reading material;analysis (what are the details and how do they come together?)
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;continue to develop a range of comprehension strategies to deal with narrative, expository and representational reading material;prediction (what might happen next?)
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;continue to develop a range of comprehension strategies to deal with narrative, expository and representational reading material;evaluation (what do I think of this?)
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;continue to develop a range of comprehension strategies to deal with narrative, expository and representational reading material;summarising (how can I give a brief account of the main points?)
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;use a knowledge of printing conventions as an aid to expression and comprehension;bold type, punctuation marks, capital letters
English;3rd Class & 4th Class;Reading ;Developing cognitive abilities through language;keep a record of his/her reading in various forms;keeping a list of books read, keeping written comments on books in a folder
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;hear the teacher model a response to poems, fiction, plays and parts of plays;
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;respond to poetry and fiction through discussion, writing, drama, the visual arts and dance;
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;relate personal experience to the ideas and emotions conveyed in the text;
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;appreciate issues in fiction;the development of character
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;appreciate issues in fiction;sense of time and place
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;examine similarities and differences in various types of text;
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;continue to share response to an ever-increasing variety of texts with the wider community of readers;
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;browse through, handle, discuss, recommend and select books for independent reading;
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;develop individuality as a reader by experiencing success and the enhancement of self-esteem through reading;
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;read aloud from a personal choice of texts to entertain and inform an audience;
English;5th Class & 6th Class;Reading ;Emotional and imaginative development through language ;listen to books or extracts from books and poetry read aloud or presented on tape, radio or television;
English;1st Class & 2nd Class;Reading ;Emotional and imaginative development through language ;continue to listen to and enjoy stories and poems being read aloud;
English;1st Class & 2nd Class;Reading ;Emotional and imaginative development through language ;engage in spare-moment reading and browsing by having ready access to reading material;
English;1st Class & 2nd Class;Reading ;Emotional and imaginative development through language ;engage with a wide variety of text;picture books, poetry, stories, informational material
English;1st Class & 2nd Class;Reading ;Emotional and imaginative development through language ;experience enhanced levels of self-esteem through success in reading;
English;1st Class & 2nd Class;Reading ;Emotional and imaginative development through language ;listen to entire stories read aloud in instalments;
English;1st Class & 2nd Class;Reading ;Emotional and imaginative development through language ;respond to characters and events in a story;talk and discussion, writing, drama, visual arts
English;1st Class & 2nd Class;Reading ;Emotional and imaginative development through language ;explore different attitudes and feelings by imagining what it would be like to be certain characters;
English;1st Class & 2nd Class;Reading ;Emotional and imaginative development through language ;engage frequently in informal discussion of books with teacher and others;
English;Junior Infants & Senior Infants;Reading ;Emotional and imaginative development through language ;associate print with enjoyment through listening to stories and poems read aloud;
English;Junior Infants & Senior Infants;Reading ;Emotional and imaginative development through language ;respond to characters, situations and story details, relating them to personal experience;
English;Junior Infants & Senior Infants;Reading ;Emotional and imaginative development through language ;perceive reading as a shared, enjoyable experience;
English;Junior Infants & Senior Infants;Reading ;Emotional and imaginative development through language ;record response to text through pictures and captions;
English;Junior Infants & Senior Infants;Reading ;Emotional and imaginative development through language ;pursue and develop individual interests through engagement with books;
English;3rd Class & 4th Class;Reading ;Emotional and imaginative development through language ;extend and develop his/her response to increasingly challenging reading material;discussion, poetry, writing, drama, visual arts, movement, dance
English;3rd Class & 4th Class;Reading ;Emotional and imaginative development through language ;engage in talk about books;setting, plot, character, motive, favourite authors
English;3rd Class & 4th Class;Reading ;Emotional and imaginative development through language ;talk about choice of books and the reasons for choices;
English;3rd Class & 4th Class;Reading ;Emotional and imaginative development through language ;recognise and discuss differences in reading tastes;
English;3rd Class & 4th Class;Reading ;Emotional and imaginative development through language ;share responses with other children and with adults to cultivate a community of readers;
English;3rd Class & 4th Class;Reading ;Emotional and imaginative development through language ;experience a shared response to fiction through the use of a class novel;
English;3rd Class & 4th Class;Reading ;Emotional and imaginative development through language ;read aloud with expression;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;examine the characteristics that differentiate written and oral language;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;write for a particular purpose and with a particular audience in mind;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;reflect on and analyse ideas through writing;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;refine ideas and their expression through drafting and re-drafting;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;express and communicate new learning;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;relate new ideas to previous learning;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;use notes to summarise reading material and write an account from the notes;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;sketch an ordered summary of ideas and draft a writing assignment based on it;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;argue the case in writing for a particular point of view;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;argue the case in writing for a point of view with which he/she disagrees;
English;5th Class & 6th Class;Writing;Developing cognitive abilities through language ;explore the use of compound and complex sentences in expressing thought;
English;1st Class & 2nd Class;Writing;Developing cognitive abilities through language ;write in a variety of genres;stories, diaries, poetry, charts, lists, captions, cards, invitations, simple letters
English;1st Class & 2nd Class;Writing;Developing cognitive abilities through language ;write a version of a story told by the teacher;
English;1st Class & 2nd Class;Writing;Developing cognitive abilities through language ;write about something that has been learned;
English;1st Class & 2nd Class;Writing;Developing cognitive abilities through language ;write the significant details about an event or an activity;a game I played 
English;1st Class & 2nd Class;Writing;Developing cognitive abilities through language ;write the significant details about an event or an activity;my birthday
English;1st Class & 2nd Class;Writing;Developing cognitive abilities through language ;write an explanation for something;
English;1st Class & 2nd Class;Writing;Developing cognitive abilities through language ;re-read work, confer with the teacher or others about it, and then rewrite it;
English;1st Class & 2nd Class;Writing;Developing cognitive abilities through language ;write a simple sentence and add words to it to extend its meaning;
English;1st Class & 2nd Class;Writing;Developing cognitive abilities through language ;listen to a story and write down questions to ask about it;
English;1st Class & 2nd Class;Writing;Developing cognitive abilities through language ;write answers to questions asked by the teacher;
English;Junior Infants & Senior Infants;Writing;Developing cognitive abilities through language ;draw a picture and write about it;a name, a caption, a sentence
English;Junior Infants & Senior Infants;Writing;Developing cognitive abilities through language ;draw and write about everyday experience or about something just learned;pictures and scribbles
English;Junior Infants & Senior Infants;Writing;Developing cognitive abilities through language ;write naming words and add descriptive words;
English;Junior Infants & Senior Infants;Writing;Developing cognitive abilities through language ;rewrite sentences to make the message clearer;
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write in a variety of genres with greater sophistication;stories 
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write in a variety of genres with greater sophistication;diaries 
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write in a variety of genres with greater sophistication;records of what has been learned 
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write in a variety of genres with greater sophistication;reports 
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write in a variety of genres with greater sophistication;letters 
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write in a variety of genres with greater sophistication;notices 
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write in a variety of genres with greater sophistication;menus 
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write in a variety of genres with greater sophistication;lists
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;read a story and write it in his/her own words;
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;read a narrative or expository piece and summarise it;
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write about an idea to explain it to someone else;
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write about why he/she finds an idea attractive;
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write about ideas encountered in other areas of the curriculum;
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write down directions on how to perform a particular process;
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write a list of questions about a particular topic and prioritise them;
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;write a sentence and elaborate on it by adding one or more ideas to it;
English;3rd Class & 4th Class;Writing;Developing cognitive abilities through language ;expand and clarify his/her thoughts on a particular idea or topic through drafting and re-drafting;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;write regularly on chosen topics;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;write for a sustained length of time;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;engage in the writing of one piece over a period ;a week, a number of weeks, a term
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;experience varied and consistent oral language activity as part of the pre-writing process;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;observe the teacher improving writing ;drafting, revising, editing
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;write independently through a process of drafting, revising, editing and publishing;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;write, without re-drafting, on a given or chosen topic within certain time constraints;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;observe the conventions of grammar, punctuation and spelling in his/her writing;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;use dictionaries and thesauruses to extend and develop vocabulary and spelling;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;explore the possibilities of syntax and sentence structure in reading and writing;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;choose a register of language appropriate to subject and audience;writing to a friend 
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;choose a register of language appropriate to subject and audience;writing for a display 
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;choose a register of language appropriate to subject and audience;writing to seek information
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;choose a form and quality of presentation appropriate to the audience;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;help others with editing their writing;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;take part in co-operative writing activities ;projects 
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;take part in co-operative writing activities ;writing and publishing a class newspaper 
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;take part in co-operative writing activities ;writing and publishing compilations of stories and poetry
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;write fluently and relevantly in other areas of the curriculum;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;develop a legible, fluent, personal style of handwriting;
English;5th Class & 6th Class;Writing;Competence and confidence in using language ;develop skills in the use of information technology;
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;experience an abundance of oral language activity when preparing a writing task;
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;realise that first attempts at writing are not necessarily the finished product and learn to undertake second drafts in order to improve writing;
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;understand that the conventions of punctuation help to make meaning clearer in writing ;full stops, capital letters
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;spell words in a recognisable way based on an awareness of the most common spelling strings and patterns;simple words with short vowel rimes: dog, mill, rock 
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;spell words in a recognisable way based on an awareness of the most common spelling strings and patterns;simple words with regular patterns: street, came, float
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;spell words in a recognisable way based on an awareness of the most common spelling strings and patterns;two-syllable words with regular patterns: robber, happen 
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;spell words in a recognisable way based on an awareness of the most common spelling strings and patterns;words with common prefixes and suffixes: display, wonderful
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;use approximate spelling as an interim measure in mastering the conventions of spelling;
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;spell correctly a range of familiar, important and regularly occurring words, and use a variety of sources as aids to spelling;words displayed in class
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;spell correctly a range of familiar, important and regularly occurring words, and use a variety of sources as aids to spelling;words compiled in personal dictionaries 
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;spell correctly a range of familiar, important and regularly occurring words, and use a variety of sources as aids to spelling;words learned in reading
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;choose topics for writing after conferring with the teacher;
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;have regular opportunities to write for himself/herself or for others;
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;decide whether or not to re-draft a piece of writing;
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;confer with the teacher and others on the quality of presentation;
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;write notes and messages to different audiences;teacher 
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;write notes and messages to different audiences;friends 
English;1st Class & 2nd Class;Writing;Competence and confidence in using language ;write notes and messages to different audiences;parents
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;learn to form and name individual letters using various materials;plasticine, sand, soft letters, magnetic letters, writing instruments
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;write and draw;scribbles, shapes, signs, letters, numerals
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;understand the left-right, top-bottom orientation of writing;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;develop a satisfactory grip of writing implements;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;copy words from signs in the environment;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;copy letters and words informally as part of class activities;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;write his/her name;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;use labels to name familiar people and things;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;write letters and words from memory;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;become aware of lower-case and capital letters and the full stop;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;develop the confidence to use approximate spelling;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;begin to develop conventional spelling of simple words;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;see the teacher model writing as an enjoyable experience;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;choose subjects for drawing and writing;
English;Junior Infants & Senior Infants;Writing;Competence and confidence in using language ;choose the form of expression he/she finds appropriate;scribbles, shapes, pictures, letters, words
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;write regularly, and gradually extend the period over which a writing effort is sustained;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;engage with the writing of one piece over a period;a week, a number of weeks, a term
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;experience varied and consistent oral language activity as a preparation for writing;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;learn to use questions as a mechanism for expanding and developing a story ;who? where? when? why? what? how? what if?
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;give sequence to ideas and events in stories;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;develop an appreciation of how the intended audience should influence the nature of a piece of writing ;a birthday invitation 
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;develop an appreciation of how the intended audience should influence the nature of a piece of writing ;a letter seeking information for a project
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;develop an awareness of the difference between written language and oral language;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;learn to revise and re-draft writing ;reading it over
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;learn to revise and re-draft writing ;conferring and discussing with the teacher 
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;learn to revise and re-draft writing ;conferring and discussing with others in the class
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;learn to use a wider range of punctuation marks with greater accuracy as part of the revision and editing process;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;learn to write with increasing grammatical accuracy through the process of revision and editing;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;use a range of aids and strategies, including the use of approximate spelling, to improve his/her command of spelling ;dictionaries, word lists, word searches, spelling checkers, anagrams, regular word patterns
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;write in a legible joined script with confidence and fluency;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;develop his/her ability to write using information technology ;word-processing
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;regularly select his/her own topics for writing;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;choose to write for himself/herself only;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;decide, after conferring with the teacher and others, who the audience for a piece of writing should be;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;decide the quality of presentation in relation to the purpose and audience of a piece of writing;
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;co-operate in writing a record of class activities ;a single topic 
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;co-operate in writing a record of class activities ;a theme 
English;3rd Class & 4th Class;Writing;Competence and confidence in using language ;co-operate in writing a record of class activities ;a timetable
English;5th Class & 6th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;class library 
English;5th Class & 6th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;writing corner 
English;5th Class & 6th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;displays of writing for visitors 
English;5th Class & 6th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;anthologies of his/her writing 
English;5th Class & 6th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;anthologies of the writing of others 
English;5th Class & 6th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;books written by him/her and others 
English;5th Class & 6th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;captioned charts, pictures and posters
English;5th Class & 6th Class;Writing;Receptiveness to language ;observe the teacher model a wide variety of writing genres;narrative 
English;5th Class & 6th Class;Writing;Receptiveness to language ;observe the teacher model a wide variety of writing genres;expository 
English;5th Class & 6th Class;Writing;Receptiveness to language ;observe the teacher model a wide variety of writing genres;letters 
English;5th Class & 6th Class;Writing;Receptiveness to language ;observe the teacher model a wide variety of writing genres;poems 
English;5th Class & 6th Class;Writing;Receptiveness to language ;observe the teacher model a wide variety of writing genres;project work 
English;5th Class & 6th Class;Writing;Receptiveness to language ;observe the teacher model a wide variety of writing genres;fiction
English;5th Class & 6th Class;Writing;Receptiveness to language ;express and communicate reactions to reading experiences;
English;5th Class & 6th Class;Writing;Receptiveness to language ;experience interesting and relevant writing challenges;
English;5th Class & 6th Class;Writing;Receptiveness to language ;write for an increasingly varied audience;
English;5th Class & 6th Class;Writing;Receptiveness to language ;receive and give constructive responses to writing;
English;5th Class & 6th Class;Writing;Receptiveness to language ;see his/her writing valued ;class anthologies 
English;5th Class & 6th Class;Writing;Receptiveness to language ;see his/her writing valued ;displays of personal writing 
English;5th Class & 6th Class;Writing;Receptiveness to language ;see his/her writing valued ;printed examples of writing 
English;5th Class & 6th Class;Writing;Receptiveness to language ;see his/her writing valued ;writing exhibitions
English;5th Class & 6th Class;Writing;Receptiveness to language ;experience a level of success in writing that will be an incentive to continue writing;
English;1st Class & 2nd Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;personal writing collections 
English;1st Class & 2nd Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;class library 
English;1st Class & 2nd Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;writing corner 
English;1st Class & 2nd Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;displays of writing
English;1st Class & 2nd Class;Writing;Receptiveness to language ;observe the teacher as he/she models writing stories;
English;1st Class & 2nd Class;Writing;Receptiveness to language ;seek help from the teacher in order to achieve accuracy and an appropriate standard presentation;
English;1st Class & 2nd Class;Writing;Receptiveness to language ;experience how a story structure is organised by reading and listening to fiction;
English;1st Class & 2nd Class;Writing;Receptiveness to language ;write regularly for different audiences;personal purposes 
English;1st Class & 2nd Class;Writing;Receptiveness to language ;write regularly for different audiences;the teacher 
English;1st Class & 2nd Class;Writing;Receptiveness to language ;write regularly for different audiences;other children 
English;1st Class & 2nd Class;Writing;Receptiveness to language ;write regularly for different audiences;the family
English;1st Class & 2nd Class;Writing;Receptiveness to language ;choose topics to write about;
English;1st Class & 2nd Class;Writing;Receptiveness to language ;explore different genres;a story
English;1st Class & 2nd Class;Writing;Receptiveness to language ;explore different genres;an invitation
