id,unit_id,title_en_GB
797,133,understand that the conventions of punctuation help to make meaning clearer in writing
798,133,use approximate spelling as an interim measure in mastering the conventions of spelling
799,133,write notes and messages to different audiences
800,134,listen to a story and write down questions to ask about it
801,134,"re-read work, confer with the teacher or others about it, and then rewrite it"
802,134,write a simple sentence and add words to it to extend its meaning
803,134,write a version of a story told by the teacher
804,134,write about something that has been learned
805,134,write an explanation for something
806,134,write answers to questions asked by the teacher
807,134,write in a variety of genres
808,134,write the significant details about an event or an activity
809,135,draw and write about sensory experience 
810,135,draw and write stories and poems
811,135,express feelings in writing
812,135,express in writing likes and dislikes about events and characters in stories and poems
813,135,listen to music and write about it
814,135,listen to the experiences of others and express reactions to them in writing
815,135,write about experiences
816,135,write about feelings experienced in drama activities
817,136,choose topics to write about
818,136,experience a classroom environment that encourages writing
819,136,experience how a story structure is organised by reading and listening to fiction
820,136,explore different genres
821,136,have writing valued
822,136,observe the teacher as he/she models writing stories
823,136,seek help from the teacher in order to achieve accuracy and an appropriate standard presentation
824,136,work with other children when writing
825,136,write regularly for different audiences
826,137,become aware of new words and new connotations of words through his/her reading and writing experience
827,137,become familiar with the functions of words without necessarily using technical grammatical terms
828,137,"discuss the meanings and origins of words, phrases and expressions with the teacher"
829,137,give and take turns in speaking and experience a classroom environment in which tolerance for the views of others is fostered
830,137,"hear, discuss and react to local storytellers"
831,137,initiate conversations and respond to the initiatives of others in talking about experiences and activities
832,137,make lists of local expressions and words
833,137,play synonym and antonym games
834,137,practise the common social functions in the everyday context of class and school and through improvisational drama
835,137,present ideas that are relevant to the subject in a logical sequence
836,137,summarise and prioritise ideas
837,137,use improvisational drama to re-create well known characters
838,138,argue a point of view and try to persuade others to support it
839,138,discuss a story being read and predict future events and likely outcomes in it
840,138,discuss causes and effects in relation to processes and events and predict possible outcomes
841,138,discuss different possible solutions to problems
842,138,discuss issues that directly affect his/her life
843,138,discuss what he/she knows of a particular topic or process as a basis for encountering new concepts
844,138,explore historical events through improvisational drama
845,138,explore reactions to ideas through improvisational drama
846,138,justify personal likes and dislikes
847,138,learn how to use the basic key questions
848,138,listen to a presentation and discuss and decide which are the most important questions to ask
849,138,make presentations to the class about his/her own particular interests
850,139,create and sustain imaginary contexts through improvisational drama
851,139,"create and tell stories to the class or group, and retell them after questioning, comparing the versions"
852,139,describe everyday experiences to the class or group and discuss them
853,139,"discuss favourite moments, important events and exciting characters in a story, play or poem"
854,139,discuss reactions to poems
855,139,dramatise stories
856,139,experience and enjoy playful aspects of language
857,139,express feelings and attitudes through improvisational drama
858,139,express reactions to events and characters in stories
859,139,react to poems through improvisational drama
860,140,"become increasingly aware of the importance of gesture, facial expression, tone of voice, audibility and clarity of enunciation in communicating with others"
861,140,"discuss the use and effect of music, sound effects and non-verbal clues in audio tapes, video tapes and film clips"
862,140,experience the teacher's use of challenging vocabulary and sentence structure
863,140,give and follow instructions on how to perform a particular task or process
864,140,"listen to, retell and tape a narrative or a description, taking turns giving the account"
865,140,"use mime to convey ideas, reactions, emotions, desires and attitudes"
866,141,develop basic information retrieval skills
867,141,engage with a wide variety of poetry and verse on a regular basis
868,141,experience different types of text
869,141,have access to a plentiful supply of books both in the classroom and in the school library
870,141,select personal reading material and develop personal taste in reading for pleasure and information
871,141,use library facilities outside school
872,141,use simple dictionaries effectively
873,142,"continue to develop a range of comprehension strategies to deal with narrative, expository and representational reading material"
874,142,continue to use information technology to increase motivation to read and to enhance reading development
875,142,develop skills in locating and handling books through using well-stocked school and classroom libraries
876,142,explore new interests and perspectives through reading
877,142,extend participation in listening and silent reading activities
878,142,keep a record of his/her reading in various forms
879,142,know the structure and terminology of books
880,142,read books independently
881,142,read short books in one sitting to experience success in reading
882,142,seek recommendations for books to read and recommend books to others
883,142,use a knowledge of printing conventions as an aid to expression and comprehension
884,143,engage in talk about books
885,143,experience a shared response to fiction through the use of a class novel
886,143,extend and develop his/her response to increasingly challenging reading material
887,143,read aloud with expression
888,143,recognise and discuss differences in reading tastes
889,143,share responses with other children and with adults to cultivate a community of readers
890,143,talk about choice of books and the reasons for choices
891,144,become an increasingly independent reader
892,144,continue to self-correct reading errors
893,144,"identify unfamiliar words by reference to word parts, prefixes and suffixes"
894,144,refine his/her listening skills through hearing the teacher read aloud
895,144,understand the relationship between text and illustration
896,144,use more than one strategy when reading unfamiliar text
897,145,choose to write for himself/herself only
898,145,co-operate in writing a record of class activities 
899,145,decide the quality of presentation in relation to the purpose and audience of a piece of writing
900,145,"decide, after conferring with the teacher and others, who the audience for a piece of writing should be"
901,145,develop an appreciation of how the intended audience should influence the nature of a piece of writing 
902,145,develop an awareness of the difference between written language and oral language
903,145,develop his/her ability to write using information technology 
904,145,engage with the writing of one piece over a period
905,145,experience varied and consistent oral language activity as a preparation for writing
906,145,give sequence to ideas and events in stories
907,145,learn to revise and re-draft writing
908,145,learn to use a wider range of punctuation marks with greater accuracy as part of the revision and editing process
909,145,learn to use questions as a mechanism for expanding and developing a story
910,145,learn to write with increasing grammatical accuracy through the process of revision and editing
911,145,regularly select his/her own topics for writing
912,145,"use a range of aids and strategies, including the use of approximate spelling, to improve his/her command of spelling"
913,145,write in a legible joined script with confidence and fluency
914,145,"write regularly, and gradually extend the period over which a writing effort is sustained"
915,146,expand and clarify his/her thoughts on a particular idea or topic through drafting and re-drafting
916,146,read a narrative or expository piece and summarise it
917,146,read a story and write it in his/her own words
918,146,write a list of questions about a particular topic and prioritise them
919,146,write a sentence and elaborate on it by adding one or more ideas to it
920,146,write about an idea to explain it to someone else
921,146,write about ideas encountered in other areas of the curriculum
922,146,write about why he/she finds an idea attractive
923,146,write down directions on how to perform a particular process
924,146,write in a variety of genres with greater sophistication
925,147,create stories and poems
926,147,express his/her reactions to particular experiences in writing
927,147,express in writing his/her reactions to personal reading
928,147,express in writing his/her reactions to poems
929,147,use his/her own artwork and that of others as a stimulus to writing
930,147,write about experiences and feelings in diary form
931,147,"write about favourite moments, characters and events in stories"
932,147,write about feelings experienced in improvisational drama
933,147,write extended stories in book form
934,148,choose both the subject and form of his/her writing
935,148,choose the audience for which to write
936,148,experience a classroom environment that encourages writing
937,148,observe the teacher modelling different writing genres
938,148,receive and give positive responses to writing
939,148,re-read his/her writing for pleasure
940,148,see his/her writing valued
941,148,use personal reading as a stimulus to writing
942,148,write stories that explore a variety of genres
943,149,acquire the ability to give detailed instructions and directions
944,149,"become familiar with compound and complex sentences, and know and understand the terms 'phrase' and 'clause'"
945,149,converse freely and confidently on a range of topics
946,149,"discuss the meaning, effect and diversity of local words and expressions"
947,149,"discuss the positive and negative effects of jargon, slang and cliché, and express examples of them in his/her own language"
948,149,explore the possibilities of language and sentence structure in expressing increasingly complex thoughts
949,149,give and take turns in an environment where tolerance for the views of others is fostered
950,149,hear accents and dialects other than his/her own on tape and on video and discuss them
951,149,learn about and name the basic properties of nouns and verbs
952,149,practise and use improvisational drama to acquire a facility in performing more elaborate social functions 
953,149,understand the functions and know the names of the parts of speech
954,149,"use improvisational drama to learn how local idiom, accent and dialect can influence the effect of language in particular situations"
955,150,argue points of view from the perspective of agreement and disagreement through informal discussion and in the context of formal debates
956,150,discuss ideas and concepts encountered in other areas of the curriculum
957,150,discuss issues of major concern
958,150,"discuss the value, truth or relevance of popular ideas, causes and proverbs"
959,150,explore and express conflicts of opinion through improvisational drama
960,150,explore historical contexts through improvisational drama
961,150,justify and defend particular opinions or attitudes and try to persuade others to support a particular point of view
962,150,"listen to a presentation on a particular topic, decide through discussion which are the most appropriate questions to ask, and then prioritise them"
963,150,respond to arguments presented by the teacher
964,150,use a discussion of the familiar as the basis of a more formal or objective grasp of a topic or concept
965,150,use the basic key questions and checking questions as a means of extending knowledge
966,151,"discuss ideas, concepts and images encountered in literature"
967,151,discuss personal reading and writing
968,151,"discuss plays, films and television programmes"
969,151,discuss the concerns of other children
970,151,"discuss with others his/her reactions to everyday experiences and to local, national and world events"
971,151,experience and enjoy playful aspects of language
972,151,express individual responses to poems and literature and discuss different interpretations
973,152,"be continually aware of the importance of gesture, facial expression, audibility and clarity of enunciation in communicating with others"
974,152,experience from the teacher a growing elaboration and sophistication in the use of vocabulary and sentence structure
975,152,follow detailed instructions or directions from others in order to test their accuracy
976,152,"interpret mood, attitude, emotion and atmosphere in video extracts, advertisements, paintings and photographs"
977,152,listen to authors reading and discussing their own work
978,152,"listen to expressions, reactions, opinions and interpretations and retell or summarise them"
979,152,"listen to or watch sound tapes, videos and films and discuss how sound effects enhance the content"
980,152,listen to radio broadcasts and discuss what has been learned
981,152,take part in games in which unseen objects are identified from descriptions given by other pupils
982,152,"use mime to convey ideas, reactions, emotions, desires and attitudes"
983,153,engage with books in group or in whole-class settings
984,153,learn about the structure and appreciate the function of the component parts of a newspaper
985,153,participate in organised visits to the public library and avail of the mobile library service
986,153,read to satisfy personal interests
987,153,"read widely as an independent reader from a more challenging range of reading material, including stories, poems, myths, legends, novels and non-fiction texts appropriate to his/her age and reading ability"
988,154,continue to keep a record of personal reading in various forms
989,154,"develop study skills such as skimming, scanning, note-taking and summarising"
990,154,"distinguish between fact and opinion, and bias and objectivity, in text and in the media"
991,154,explore appropriate non-fiction texts for various purposes
992,154,"find information relevant to his/her purpose in non-fiction texts, graphs and pictorial and diagrammatic data, and through the use of information technology"
993,154,have access to a wide range of reading material in the classroom and/or school library
994,154,"listen to, read, learn, recite and respond to a challenging range of poetry"
995,154,read and interpret different kinds of functional text
996,154,retrieve and interpret information presented in a variety of ways
997,154,support arguments and opinions with evidence from the text
998,154,"use comprehension skills such as analysing, confirming, evaluating, synthesising and correlating to aid deduction, problem solving and prediction"
999,154,use information retrieval strategies in cross-curricular settings
1000,154,"use the school, classroom and public libraries to develop greater insight into book location, classification and organisation"
1001,155,appreciate issues in fiction
1002,155,"browse through, handle, discuss, recommend and select books for independent reading"
1003,155,continue to share response to an ever-increasing variety of texts with the wider community of readers
1004,155,develop individuality as a reader by experiencing success and the enhancement of self-esteem through reading
1005,155,examine similarities and differences in various types of text
1006,155,"hear the teacher model a response to poems, fiction, plays and parts of plays"
1007,155,"listen to books or extracts from books and poetry read aloud or presented on tape, radio or television"
1008,155,read aloud from a personal choice of texts to entertain and inform an audience
1009,155,relate personal experience to the ideas and emotions conveyed in the text
1010,155,"respond to poetry and fiction through discussion, writing, drama, the visual arts and dance"
1011,156,achieve proficiency in word identification by refining the different word identification skills
1012,156,"become self-reliant, confident, independent readers, having time in class for sustained, silent reading"
1013,156,"engage with an increasing range of narrative, expository and representational text"
1014,156,"improve his/her ability to recognise and understand words by using root words, prefixes, suffixes, syllabication"
1015,157,choose a form and quality of presentation appropriate to the audience
1016,157,choose a register of language appropriate to subject and audience
1017,157,"develop a legible, fluent, personal style of handwriting"
1018,157,develop skills in the use of information technology
1019,157,engage in the writing of one piece over a period
1020,157,experience varied and consistent oral language activity as part of the pre-writing process
1021,157,explore the possibilities of syntax and sentence structure in reading and writing
1022,157,help others with editing their writing
1023,157,"observe the conventions of grammar, punctuation and spelling in his/her writing"
1024,157,observe the teacher improving writing
1025,157,take part in co-operative writing activities 
1026,157,use dictionaries and thesauruses to extend and develop vocabulary and spelling
1027,157,write fluently and relevantly in other areas of the curriculum
1028,157,write for a sustained length of time
1029,157,"write independently through a process of drafting, revising, editing and publishing"
1030,157,write regularly on chosen topics
1031,157,"write, without re-drafting, on a given or chosen topic within certain time constraints"
1032,158,argue the case in writing for a particular point of view
1033,158,argue the case in writing for a point of view with which he/she disagrees
1034,158,examine the characteristics that differentiate written and oral language
1035,158,explore the use of compound and complex sentences in expressing thought
1036,158,express and communicate new learning
1037,158,refine ideas and their expression through drafting and re-drafting
1038,158,reflect on and analyse ideas through writing
1039,158,relate new ideas to previous learning
1040,158,sketch an ordered summary of ideas and draft a writing assignment based on it
1041,158,use notes to summarise reading material and write an account from the notes
1042,158,write for a particular purpose and with a particular audience in mind
1043,159,analyse different interpretations of poems in writing
1044,159,analyse in writing his/her reactions to personal experiences
1045,159,"express a personal reaction to ideas, emotions and images encountered in literature"
1046,159,express and analyse his/her reactions to poems
1047,159,"express in writing reactions to music, artwork, films, television programmes and videos"
1048,159,express in writing reactions to the experiences of others
1049,159,keep a personal diary
1050,159,write about the relationship between poems and personal experience
1051,159,write longer stories or a series of related stories in book form
1052,159,write short plays based on activity in improvisational drama
1053,159,write stories and poems
1054,160,experience a classroom environment that encourages writing
1055,160,experience a level of success in writing that will be an incentive to continue writing
1056,160,experience interesting and relevant writing challenges
1057,160,express and communicate reactions to reading experiences
1058,160,observe the teacher model a wide variety of writing genres
1059,160,receive and give constructive responses to writing
1060,160,see his/her writing valued 
1061,160,write for an increasingly varied audience
1062,161,choose appropriate words to name and describe things and events
1063,161,combine simple sentences through the use of connecting words
1064,161,experiment with descriptive words to add elaborative detail
1065,161,initiate and sustain a conversation on a particular topic
1066,161,"talk about past and present experiences, and plan, predict and speculate about future and imaginary experiences"
1067,161,use language to perform common social functions
1068,162,ask questions in order to satisfy curiosity about the world
1069,162,discuss different possible solutions to simple problems
1070,162,"focus on descriptive detail and begin to be explicit in relation to people, places, times, processes, events, colour, shape, size, position"
1071,162,listen to a story or a narrative and ask questions about it
1072,162,provide further information in response to the teacher's prompting
1073,162,show understanding of text
1074,163,create and tell stories
1075,163,create real and imaginary sound worlds
1076,163,experiment with different voices in role-playing
1077,163,"listen to, learn and ask riddles"
1078,163,"listen to, learn and recite rhymes, including nonsense rhymes"
1079,163,"listen to, learn and retell a rich variety of stories, rhymes and songs"
1080,163,recognise and re-create sounds in the immediate environment
1081,163,reflect on and talk about a wide range of everyday experience and feelings
1082,163,"respond through discussion, mime and role-playing to stories, rhymes and songs heard and learnt"
1083,163,use language to create and sustain imaginary situations in play
1084,164,"experience, recognise and observe simple commands"
1085,164,"hear, repeat and elaborate words, phrases and sentences modelled by the teacher"
1086,164,learn to adopt appropriate verbal and non-verbal behaviour to secure and maintain the attention of a partner 
1087,164,listen to a story or description and respond to it
1088,164,"mime and interpret gesture, movement and attitude conveying various emotions"
1089,164,use and interpret tone of voice expressing various emotions
1090,165,"build up a sight vocabulary of common words from personal experience, from experience of environmental print, and from books read"
1091,165,encounter early reading through collaborative reading of large-format books and language-experience material
1092,165,engage in shared reading activities
1093,165,experience the reading process being modelled
1094,165,handle books and browse through them
1095,165,learn to isolate beginning and final sounds in written words
1096,165,learn to isolate the beginning sound of a word or syllable
1097,165,learn to isolate the part of a word or a syllable which allows it to rhyme with another word or syllable
1098,165,"use knowledge of word order, illustration, context and initial letters to identify unknown words"
1099,166,"analyse and interpret characters, situations, events and sequences presented pictorially"
1100,166,differentiate between text and pictures
1101,166,predict future incidents and outcomes in stories
1102,166,recall and talk about significant events and details in stories
1103,166,"re-read, retell and act out familiar stories, poems or parts of stories"
1104,166,understand the function of text
1105,167,associate print with enjoyment through listening to stories and poems read aloud
1106,167,"perceive reading as a shared, enjoyable experience"
1107,167,pursue and develop individual interests through engagement with books
1108,167,record response to text through pictures and captions
1109,167,"respond to characters, situations and story details, relating them to personal experience"
1110,168,become an active listener through the development of a range of listening activities based on stories read or told
1111,168,"become familiar with a wide range of environmental print, beginning with print in the classroom"
1112,168,develop a sense of rhythm and rhyme
1113,168,develop an awareness of some letter-sound relationships
1114,168,learn about the basic terminology and conventions of books
1115,168,learn to recognise and name the letters of the alphabet
1116,168,"listen to, enjoy and respond to stories, nursery rhymes, poems and songs"
1117,168,play with language to develop an awareness of sounds
1118,168,read texts created by himself/herself and by other children in collaboration with the teacher
1119,169,become aware of lower-case and capital letters and the full stop
1120,169,begin to develop conventional spelling of simple words
1121,169,choose subjects for drawing and writing
1122,169,choose the form of expression he/she finds appropriate
1123,169,copy letters and words informally as part of class activities
1124,169,copy words from signs in the environment
1125,169,develop a satisfactory grip of writing implements
1126,169,develop the confidence to use approximate spelling
1127,169,learn to form and name individual letters using various materials
1128,169,see the teacher model writing as an enjoyable experience
1129,169,"understand the left-right, top-bottom orientation of writing"
1130,169,use labels to name familiar people and things
1131,169,write and draw
1132,169,write his/her name
1133,169,write letters and words from memory
1134,170,draw a picture and write about it
1135,170,draw and write about everyday experience or about something just learned
1136,170,rewrite sentences to make the message clearer
1137,170,write naming words and add descriptive words
1138,171,draw and write about feelings
1139,171,draw and write about sensory experiences
1140,171,draw and write about things he/she likes and dislikes
1141,171,draw and write stories
1142,171,"hear a rich variety of stories, rhymes and songs and draw and write about them"
1143,171,use mime and role-playing to create imaginary situations and then draw and write about them
1144,172,experience and enjoy a print-rich environment
1145,172,read personal writing aloud and hear it read
1146,172,"receive help from the teacher, who will sometimes act as scribe to assist with accuracy and presentation"
1147,172,see personal writing displayed
1148,172,write and draw frequently
1149,172,write for different audiences
1150,173,"compare photographs, drawings and simple accounts of the site in the past with the site now"
1151,173,listen to and record memories of older people about such places
1152,173,"record findings through drawing and other art work, modelling, photographs, information and communiation technologies"
1153,173,use appropriate timelines
1154,173,"use simple work directives, work cards or trail leaflets"
1155,173,"visit, explore and become aware of elements in the local environment which show continuity and change"
1156,174,explore and discuss the origins and traditions of some common festivals
1157,174,"listen to, discuss, explore and record associated stories, legends, games and songs"
1158,175,"collect information on rules, traditions, songs or rhymes associated with the games"
1159,175,"explore and record traditional non-formal games, especially those common in the locality and those known to parents or grandparents"
1160,175,"handle, collect or reconstruct articles used in such games, where possible"
1161,176,"collect, explore and discuss a range of simple evidence, noting changes and developments and items which have stayed the same"
1162,176,"compare ages of family members: old/older, young/younger"
1163,176,"compile simple family tree, scrapbook or timeline"
1164,176,discuss and record significant family events
1165,176,"explore and record significant features, events and dates in the past of the child's family and extended family"
1166,177,"collect, discuss and compare simple items of evidence from own past"
1167,177,construct simple personal timeline or storyline
1168,177,explore and record significant personal dates and events
1169,178,collect and/or examine simple evidence in school or in a local museum
1170,178,"compare lives of people in the past with the lives of people today, noting differences and similarities"
1171,178,explore and record aspects of the lives of people when his/her grandparents were young
1172,178,"learn songs and dances, or play games from the past"
1173,178,listen to adults talking about their own past
1174,178,record material on appropriate timeline
1175,179,"become aware of the lives of women, men and children from different social, cultural, ethnic and religious backgrounds, including the lives of 'ordinary' as well as 'more famous' people"
1176,179,"discuss chronology of events (beginning, middle, end) in a story"
1177,179,discuss the actions and feelings of characters
1178,179,display storyline pictures showing episodes in sequence
1179,179,"distinguish between fictional accounts in stories, myths and legends and real people and events in the past"
1180,179,"express or record stories through simple writing, art work, drama, music, mime and movement and using information and communication technologies"
1181,179,listen to local people telling stories about their past
1182,179,"listen to, discuss, retell and record a range of myths and legends from different cultural, ethnic and religious backgrounds in Ireland and other countries"
1183,179,"listen to, discuss, retell and record some simply told stories from the lives of people who have made a contribution to local and/or national life and to the lives of people in other countries through technological, scientific, cultural and artistic activ"
1184,179,use appropriate timelines
1185,180,identify items of change and continuity in the 'line of development'
1186,180,identify some of the factors which have caused or prevented change
1187,180,refer to or use appropriate timelines
1188,180,"study aspects of social, artistic, technological and scientific developments over long periods"
1189,181,identify items of change and continuity in the 'line of development'
1190,181,identify some of the factors which have caused or prevented change
1191,181,refer to or use appropriate timelines
1192,181,"study aspects of social, artistic, technological and scientific developments over long periods"
1193,182,identify items of change and continuity in the 'line of development'
1194,182,identify some of the factors which have caused or prevented change
1195,182,refer to or use appropriate timelines
1196,182,"study aspects of social, artistic, technological and scientific developments over long periods"
1197,183,identify items of change and continuity in the 'line of development'
1198,183,identify some of the factors which have caused or prevented change
1199,183,refer to or use appropriate timelines
1200,183,"study aspects of social, artistic, technological and scientific developments over long periods"
1201,184,identify items of change and continuity in the 'line of development'
1202,184,identify some of the factors which have caused or prevented change
1203,184,refer to or use appropriate timelines
1204,185,"study aspects of social, artistic, technological and scientific developments over long periods"
1205,186,identify items of change and continuity in the 'line of development'
1206,186,identify some of the factors which have caused or prevented change
1207,186,refer to or use appropriate timelines
1208,186,"study aspects of social, artistic, technological and scientific developments over long periods"
1209,187,identify items of change and continuity in the 'line of development'
1210,187,identify some of the factors which have caused or prevented change
1211,187,refer to or use appropriate timelines
1212,187,"study aspects of social, artistic, technological and scientific developments over long periods"
1213,188,identify items of change and continuity in the 'line of development'
1214,188,identify some of the factors which have caused or prevented change
1215,188,refer to or use appropriate timelines
1216,188,"study aspects of social, artistic, technological and scientific developments over long periods"
1217,189,become familiar with aspects of the lives of these peoples
1218,189,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1219,189,record the place of these peoples on appropriate timelines
1220,190,become familiar with aspects of the lives of these peoples
1221,190,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1222,190,record the place of these peoples on appropriate timelines
1223,191,become familiar with aspects of the lives of these peoples
1224,191,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1225,191,record the place of these peoples on appropriate timelines
1226,192,become familiar with aspects of the lives of these peoples
1227,192,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1228,192,record the place of these peoples on appropriate timelines
1229,193,become familiar with aspects of the lives of these peoples
1230,193,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1231,193,record the place of these peoples on appropriate timelines
1232,194,become familiar with aspects of the lives of these peoples
1233,194,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1234,194,record the place of these peoples on appropriate timelines
1235,195,become familiar with aspects of the lives of these peoples
1236,195,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1237,195,record the place of these peoples on appropriate timelines
1238,196,become familiar with aspects of the lives of these peoples
1239,196,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1240,196,record the place of these peoples on appropriate timelines
1241,197,become familiar with aspects of the lives of these peoples
1242,197,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1243,197,record the place of these peoples on appropriate timelines
1244,198,become familiar with aspects of the lives of these peoples
1245,198,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1246,198,record the place of these peoples on appropriate timelines
1247,199,become familiar with aspects of the lives of these peoples
1248,199,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1249,199,record the place of these peoples on appropriate timelines
1250,200,become familiar with aspects of the lives of these peoples
1251,200,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1252,200,record the place of these peoples on appropriate timelines
1253,201,become familiar with aspects of the lives of these peoples
1254,201,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1255,201,record the place of these peoples on appropriate timelines
1256,202,become familiar with aspects of the lives of these peoples
1257,202,"examine and become familiar with evidence we have which tells us about these people, especially evidence of these people which may be found locally"
1258,202,record the place of these peoples on appropriate timelines
1259,203,become familiar with aspects of the lives of these people
1260,203,"examine and become familiar with evidence from the periods studied, especially evidence which may be found locally"
1261,203,record the place of peoples on timelines
1262,204,become familiar with aspects of the lives of these people
1263,204,"examine and become familiar with evidence from the periods studied, especially evidence which may be found locally"
1264,204,record the place of peoples on timelines
1265,205,become familiar with aspects of the lives of these people
1266,205,"examine and become familiar with evidence from the periods studied, especially evidence which may be found locally"
1267,205,record the place of peoples on timelines
1268,206,become familiar with aspects of the lives of these people
1269,206,"examine and become familiar with evidence from the periods studied, especially evidence which may be found locally"
1270,206,record the place of peoples on timelines
1271,207,become familiar with aspects of the lives of these people
1272,207,"examine and become familiar with evidence from the periods studied, especially evidence which may be found locally"
1273,207,record the place of peoples on timelines
1274,208,become familiar with aspects of the lives of these people
1275,208,"examine and become familiar with evidence from the periods studied, especially evidence which may be found locally"
1276,208,record the place of peoples on timelines
1277,209,become familiar with aspects of the lives of these people
1278,209,"examine and become familiar with evidence from the periods studied, especially evidence which may be found locally"
1279,209,record the place of peoples on timelines
1280,210,actively explore some features of the local environment
1281,210,investigate various aspects of these sites
1282,210,present findings using a variety of media and appropriate timelines
1283,211,become familiar with the origins and traditions associated with some common festivals in Ireland and other countries
1284,211,"explore, discuss and record some of the ceremonies, stories, legends, poetry, music, dances and games associated with these feasts and festivals"
1285,212,become familiar with some games and pastimes enjoyed in the locality
1286,212,explore and discuss games and pastimes enjoyed by parents and grandparents in the past
1287,212,have some knowledge of games and pastimes enjoyed by children in ancient societies and in other lands
1288,213,collect and/or examine old artefacts
1289,213,discuss with older people items which have changed and those which have remained the same
1290,213,explore changes which have taken place in the home and other homes in the area
1291,213,present findings using a variety of media and appropriate timelines
1292,214,collect and use a range of simple historical evidence
1293,214,examine changes and examples of continuity in the lives of parents and grandparents
1294,214,explore aspects of personal family history or the family history of a person known to him/her
1295,214,present findings using a variety of media and appropriate timelines
1296,215,"become familiar with important events in the history of the locality, referring to the wider national context where relevant; possible events might include"
1297,215,"collect related local ballads, stories and traditions"
1298,215,"study a period or periods in the history of the local village, town, city area, townland, parish or county"
1299,216,attempt to reconstruct a school day in the past using a range of simple evidence
1300,216,become familiar with the story of the school's founder(s)
1301,216,compare school furniture and equipment of the past and the appearance of the classroom with those of today
1302,216,examine old roll books or other records; if possible old handwriting copybooks
1303,216,investigate the development of present buildings and the history of earlier school buildings
1304,216,refer to or use appropriate timelines
1305,217,discuss the actions and feelings of characters
1306,217,discuss the chronology of events in the stories
1307,217,"distinguish between fictional accounts in stories, myths and legends and real people and events in the past"
1308,217,"express or record stories through oral and written forms, art work, drama, mime, movement and information and communication technologies"
1309,217,"listen to, discuss, retell and record a range of myths and legends from various cultural, ethnic and religious backgrounds in Ireland and other countries"
1310,218,"become aware of the lives of women, men and children from different social, cultural, ethnic and religious backgrounds, including the lives of 'ordinary' as well as 'more famous' people"
1311,218,"discuss chronology of events (beginning, middle, end) in a story"
1312,218,discuss the actions and feelings of characters
1313,218,discuss the attitudes and motivations of characters
1314,218,examine and begin to make deductions from some simple relevant evidence
1315,218,"express or record stories through oral and written forms, art work, music, drama, mime, movement and information and communication technologies"
1316,218,listen to local people telling stories about their past
1317,218,"listen to, discuss, retell and record a range of stories from the lives of people who have made a contribution to local and/or national life and to the lives of people in other countries through technological, scientific, cultural and artistic activities"
1318,218,use appropriate timelines
1319,219,identify examples of change and continuity in the ‘line of development’
1320,219,identify the factors which may have caused or prevented change
1321,219,refer to or use appropriate timelines
1322,219,"study aspects of social, artistic, technological and scientific developments over long periods"
1323,220,identify examples of change and continuity in the ‘line of development’
1324,220,identify the factors which may have caused or prevented change
1325,220,refer to or use appropriate timelines
1326,220,"study aspects of social, artistic, technological and scientific developments over long periods"
1327,221,identify examples of change and continuity in the ‘line of development’
1328,221,identify the factors which may have caused or prevented change
1329,221,refer to or use appropriate timelines
1330,221,"study aspects of social, artistic, technological and scientific developments over long periods"
1331,222,identify examples of change and continuity in the ‘line of development’
1332,222,identify the factors which may have caused or prevented change
1333,222,refer to or use appropriate timelines
1334,222,"study aspects of social, artistic, technological and scientific developments over long periods"
1335,223,identify examples of change and continuity in the ‘line of development’
1336,223,identify the factors which may have caused or prevented change
1337,223,refer to or use appropriate timelines
1338,223,"study aspects of social, artistic, technological and scientific developments over long periods"
1339,224,identify examples of change and continuity in the ‘line of development’
1340,224,identify the factors which may have caused or prevented change
1341,224,refer to or use appropriate timelines
1342,224,"study aspects of social, artistic, technological and scientific developments over long periods"
1343,225,identify examples of change and continuity in the ‘line of development’
1344,225,identify the factors which may have caused or prevented change
1345,225,refer to or use appropriate timelines
1346,225,"study aspects of social, artistic, technological and scientific developments over long periods"
1347,226,identify examples of change and continuity in the ‘line of development’
1348,226,identify the factors which may have caused or prevented change
1349,226,refer to or use appropriate timelines
1350,226,"study aspects of social, artistic, technological and scientific developments over long periods"
1351,227,identify examples of change and continuity in the ‘line of development’
1352,227,identify the factors which may have caused or prevented change
1353,227,refer to or use appropriate timelines
1354,227,"study aspects of social, artistic, technological and scientific developments over long periods"
1355,228,identify examples of change and continuity in the ‘line of development’
