Subject,Class,Strand,Strand Unit,Content Objectives,Further Information
Visual Arts ,1st Class & 2nd Class,Print,Making Prints ,use a variety of print-making techniques to make theme-based or non-representational prints,creating a design for a print by drawing thick and thin lines into a slab of clay
Visual Arts ,1st Class & 2nd Class,Print,Making Prints ,use a variety of print-making techniques to make theme-based or non-representational prints,printing with mask-outs 
Visual Arts ,1st Class & 2nd Class,Print,Making Prints ,use a variety of print-making techniques to make theme-based or non-representational prints,masking areas of an inked surface from which prints have already been taken
Visual Arts ,1st Class & 2nd Class,Print,Making Prints ,use a variety of print-making techniques to make theme-based or non-representational prints,making stencils 
Visual Arts ,1st Class & 2nd Class,Print,Making Prints ,use a variety of print-making techniques to make theme-based or non-representational prints,spray or sponge painting over stencils cut to his/her design 
Visual Arts ,1st Class & 2nd Class,Print,Making Prints ,use a variety of print-making techniques to make theme-based or non-representational prints,making wax-resist pictures 
Visual Arts ,1st Class & 2nd Class,Print,Making Prints ,use a variety of print-making techniques to make theme-based or non-representational prints,sponge painting over a wax crayon or candle design 
Visual Arts ,1st Class & 2nd Class,Print,Making Prints ,use a variety of print-making techniques to make theme-based or non-representational prints,making wax-crayon 
Visual Arts ,1st Class & 2nd Class,Print,Making Prints ,use a variety of print-making techniques to make theme-based or non-representational prints,transfer prints using wax crayons of various colours to print out as a coloured drawing 
Visual Arts ,1st Class & 2nd Class,Print,Making Prints ,use a variety of print-making techniques to make theme-based or non-representational prints,doing a number of exploded designs using a computer art program
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,experiment with the effects that can be achieved with simple print-making,with oddments that have interesting textures or shapes 
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,experiment with the effects that can be achieved with simple print-making,"with one or two paint colours to help focus on texture, shape, pattern "
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,experiment with the effects that can be achieved with simple print-making,beginning to organise the print marks purposefully 
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,experiment with the effects that can be achieved with simple print-making,discovering how simple prints could be further developed (e.g. overprinting)
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,use a variety of print-making techniques ,making a variety of relief prints 
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,use a variety of print-making techniques ,from textured items pressed into a slab of clay 
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,use a variety of print-making techniques ,from his/her own marks made in the clay 
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,use a variety of print-making techniques ,from cut or torn pieces of thin polystyrene 
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,use a variety of print-making techniques ,experimenting with ways of repeating and combining examples of one or more prints 
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,use a variety of print-making techniques ,printing with mask-outs 
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,use a variety of print-making techniques ,masking an area of an inked surface with pieces of paper cut or torn to own design 
Visual Arts ,Junior Infants & Senior Infants ,Print,Making Prints ,use a variety of print-making techniques ,using computer experiments in shape and colour to design a print
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,experiment with a widening range of printmaking techniques,"printing with a limited colour range to help focus on creating more complex images in shape, texture, pattern "
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,experiment with a widening range of printmaking techniques,discovering how simple prints could be further developed (e.g. overlapping shapes)
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a widening range of print-making techniques to make theme-based or non-representational prints,making a variety of relief prints 
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a widening range of print-making techniques to make theme-based or non-representational prints,"composing relief print blocks, emphasising line, shape, negative shape, texture, pattern "
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a widening range of print-making techniques to make theme-based or non-representational prints,impressing found items into a slab of clay
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a widening range of print-making techniques to make theme-based or non-representational prints,masking out some areas 
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a widening range of print-making techniques to make theme-based or non-representational prints,making a variety of small-scale relief prints (stamp printing) 
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a widening range of print-making techniques to make theme-based or non-representational prints,creating interesting patterns and rhythms by juxtaposing stamps 
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a widening range of print-making techniques to make theme-based or non-representational prints,making stencils 
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a widening range of print-making techniques to make theme-based or non-representational prints,spray or sponge painting over stencils cut to his/her design 
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a widening range of print-making techniques to make theme-based or non-representational prints,making monoprints emphasising line and shape 
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a widening range of print-making techniques to make theme-based or non-representational prints,combining with other techniques
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,make prints for functional uses (as well as for their own sake),"for use on wrapping paper, boxes, fabric "
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,make prints for functional uses (as well as for their own sake),making posters for specific purposes
Visual Arts ,3rd Class & 4th Class,Print,Making Prints ,use a computer art program to create original images that are not dependent on clip art,organising a layout for a print design
Visual Arts ,5th Class & 6th Class,Print,Looking and Responding ,"look at, handle and talk about natural and manufactured objects for experience of texture, shape and pattern",
Visual Arts ,5th Class & 6th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that demonstrate a variety of print-making techniques",describing the print 
Visual Arts ,5th Class & 6th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that demonstrate a variety of print-making techniques","line, shape and negative shape, texture, pattern, colour and tone and the effect achieved "
Visual Arts ,5th Class & 6th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that demonstrate a variety of print-making techniques",the decisions taken while working 
Visual Arts ,5th Class & 6th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that demonstrate a variety of print-making techniques",the techniques used by the artist and speculating on why they were chosen 
Visual Arts ,5th Class & 6th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that demonstrate a variety of print-making techniques",the most satisfactory elements or impact of the print
Visual Arts ,1st Class & 2nd Class,Print,Looking and Responding ,"look at, handle and talk about familiar objects for experience of shape, texture and pattern",
Visual Arts ,1st Class & 2nd Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints that have relatively simple shapes, textures and patterns",describing the print
Visual Arts ,1st Class & 2nd Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints that have relatively simple shapes, textures and patterns","line, shape, colour and tone, texture, pattern and how they combine "
Visual Arts ,1st Class & 2nd Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints that have relatively simple shapes, textures and patterns",how materials and tools were used to create effects 
Visual Arts ,1st Class & 2nd Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints that have relatively simple shapes, textures and patterns",what he/she likes about the print 
Visual Arts ,1st Class & 2nd Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints that have relatively simple shapes, textures and patterns",looking at some prints to investigate printmaking techniques (e.g. comparing the lithograph with his/her own wax-resist technique)
Visual Arts ,1st Class & 2nd Class,Print,Looking and Responding ,look at examples of print design in everyday use,
Visual Arts ,Junior Infants & Senior Infants ,Print,Looking and Responding ,"look at, handle and talk about familiar objects for experience of shape, texture, pattern",
Visual Arts ,Junior Infants & Senior Infants ,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints composed of simple shapes and textures",describing the print 
Visual Arts ,Junior Infants & Senior Infants ,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints composed of simple shapes and textures","line, shape, texture, pattern "
Visual Arts ,Junior Infants & Senior Infants ,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints composed of simple shapes and textures",how he/she enjoyed making them 
Visual Arts ,Junior Infants & Senior Infants ,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints composed of simple shapes and textures",how the artist possibly made them 
Visual Arts ,Junior Infants & Senior Infants ,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints composed of simple shapes and textures",what he/she likes best about the print
Visual Arts ,Junior Infants & Senior Infants ,Print,Looking and Responding ,look at and talk about examples of simple print design in everyday use,"posters, wallpaper, fabrics with simple repeat or other design, packaging, wrapping paper"
Visual Arts ,3rd Class & 4th Class,Print,Looking and Responding ,"look at, handle and talk about natural and manufactured objects for experience of texture, shape, pattern",
Visual Arts ,3rd Class & 4th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that emphasise the play of shape, texture or line",describing the print 
Visual Arts ,3rd Class & 4th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that emphasise the play of shape, texture or line","line, shape, negative shape, texture, pattern, colour used to create the image or design "
Visual Arts ,3rd Class & 4th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that emphasise the play of shape, texture or line",how materials and tools were used to create and further develop the print 
Visual Arts ,3rd Class & 4th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that emphasise the play of shape, texture or line",how problems were solved 
Visual Arts ,3rd Class & 4th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that emphasise the play of shape, texture or line",what he/she likes about the work 
Visual Arts ,3rd Class & 4th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that emphasise the play of shape, texture or line",looking at some prints to investigate printmaking techniques (as well as for their own sake) 
Visual Arts ,3rd Class & 4th Class,Print,Looking and Responding ,"look at and talk about his/her work, the work of other children and art prints or print design that emphasise the play of shape, texture or line",comparing stencils and monoprints with his/her work
Visual Arts ,3rd Class & 4th Class,Print,Looking and Responding ,look at and talk about examples of design in everyday use,
Visual Arts ,5th Class & 6th Class,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,experimenting with balance and proportion
Visual Arts ,5th Class & 6th Class,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,use clay to analyse and interpret form from observation
Visual Arts ,5th Class & 6th Class,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,modelling the human head or a sturdy human figure
Visual Arts ,5th Class & 6th Class,Clay,Developing Form in Clay ,explore some of the essential characteristics of three-dimensional work,developing understanding of structure through constructing and combining elements in clay 
Visual Arts ,5th Class & 6th Class,Clay,Developing Form in Clay ,explore some of the essential characteristics of three-dimensional work,how the positioning of weight stabilises a figure or structure (e.g. in making a set of book-ends)
Visual Arts ,5th Class & 6th Class,Clay,Developing Form in Clay ,make simple pottery and sculpture,"designing, making and decorating pinch or coil-built pots "
Visual Arts ,5th Class & 6th Class,Clay,Developing Form in Clay ,make simple pottery and sculpture,designing imaginative pinch-pot sculptures (e.g. exotic animals or creatures)
Visual Arts ,5th Class & 6th Class,Clay,Developing Form in Clay ,"experiment with and develop line, shape, texture and pattern in low relief","in non-representational or theme-based sculpture (e.g. rain dripping into a stream, the regatta)"
Visual Arts ,5th Class & 6th Class,Clay,Developing Form in Clay ,make an imaginative slab-built structure,using multiple spaces for a more complex structure (e.g. a house with extensions)
Visual Arts ,5th Class & 6th Class,Clay,Developing Form in Clay ,work inventively and expressively with papier maché,"designing papier maché masks, heads or models to illustrate stories, poems, songs and festivals"
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,"squeezing, pinching, pulling, squashing, prodding, rolling a small ball of clay "
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,tearing pieces from the clay and putting them together again 
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,making forms of different sizes that have simple flowing contours
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,"change the form of a small ball of clay, using the medium expressively","making animals or birds, real or imagined, and finishing them with surface texture and/or incised decoration "
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,"change the form of a small ball of clay, using the medium expressively","making sturdy clay figures based on stories, poems, songs, music, drama"
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,work inventively with cubes or oblong blocks of clay and add details to suggest a solid structure,designing and making a house 
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,work inventively with cubes or oblong blocks of clay and add details to suggest a solid structure,designing and making a variety of buildings to suggest a town
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,make simple pottery,designing and making a pinch-pot or a coil-built pot 
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,make simple pottery,finishing it with incised decoration or paint and varnishing it when dry
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,"experiment with and develop line, shape, texture and pattern in clay",decorating clay slabs with patterns of small clay coils and pellets 
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,"experiment with and develop line, shape, texture and pattern in clay",experimenting with textural effects 
Visual Arts ,1st Class & 2nd Class,Clay,Developing Form in Clay ,"experiment with and develop line, shape, texture and pattern in clay","working in low relief on small, thick slabs of clay"
Visual Arts ,Junior Infants & Senior Infants ,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,"squeezing, pinching, pulling, squashing, prodding a small ball of clay "
Visual Arts ,Junior Infants & Senior Infants ,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,tearing pieces from the clay and putting them together again
Visual Arts ,Junior Infants & Senior Infants ,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,beginning to distinguish between shapes that lie flat and solid forms that stand up on their own 
Visual Arts ,Junior Infants & Senior Infants ,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,making a variety of forms in clay 
Visual Arts ,Junior Infants & Senior Infants ,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,"fat, twisty, squat, bumpy"
Visual Arts ,Junior Infants & Senior Infants ,Clay,Developing Form in Clay ,make a clay form and manipulate it with fingers to suggest a subject,turning a ball of clay into an imaginary creature 
Visual Arts ,Junior Infants & Senior Infants ,Clay,Developing Form in Clay ,make a clay form and manipulate it with fingers to suggest a subject,making a variety of real or imaginary animals 
Visual Arts ,Junior Infants & Senior Infants ,Clay,Developing Form in Clay ,make a clay form and manipulate it with fingers to suggest a subject,"experimenting with surface mark-making, texture and pattern "
Visual Arts ,Junior Infants & Senior Infants ,Clay,Developing Form in Clay ,make a clay form and manipulate it with fingers to suggest a subject,talking about the marks made
Visual Arts ,Junior Infants & Senior Infants ,Clay,Developing Form in Clay ,invent mixed-media pieces in both representational and non-representational modes ,"pressing sticks, lollipop sticks, feathers or buttons into the clay"
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,"squeezing, pinching, pulling, squashing, prodding, rolling and re-forming a small ball of clay "
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,tearing pieces from the clay and putting them together again without a noticeable joining 
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,experimenting with non-representational forms 
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,explore and discover the possibilities of clay as a medium for imaginative expression,experimenting in balancing some of the forms
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,make simple clay pots,designing and making a pinch-pot or a coilbuilt pot 
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,make simple clay pots,"finishing it with incised decoration, with coil and pellet design or painting it when dry "
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,make simple clay pots,making imaginative pinch-pot creatures
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,make sturdy figures in clay using the medium expressively and with imaginative detail,"from stories and poems, songs, music, drama"
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,work inventively and expressively with cubes or oblong blocks of clay,designing and making a theme-based structure (e.g. a house for a particular purpose) 
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,work inventively and expressively with cubes or oblong blocks of clay,designing and making non-representational structures (e.g. balancing and interlocking forms)
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,"develop line, shape, texture and pattern in clay","decorating clay slabs with coil and pellet designs in line, shape and pattern and/or with textural effects "
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,"develop line, shape, texture and pattern in clay","making simple low-relief sculptures,considering shape and negative shape (e.g. illustrating a moment from stories, poems, songs) "
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,"develop line, shape, texture and pattern in clay","making small pieces of incised jewellery (e.g. medals, pendants)"
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,work inventively and expressively with papier maché ,"designing and making papier maché masks to illustrate stories, poems, songs or festivals "
Visual Arts ,3rd Class & 4th Class,Clay,Developing Form in Clay ,work inventively and expressively with papier maché ,designing and making exotic papier maché heads
Visual Arts ,5th Class & 6th Class,Clay,Looking and Responding ,"look at, handle and talk about natural and manufactured objects for experience of three-dimensional form","fruit, pottery, household items with interesting forms"
Visual Arts ,5th Class & 6th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and the work of sculptors, including relief sculptures (prints or slides)",describing the form 
Visual Arts ,5th Class & 6th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and the work of sculptors, including relief sculptures (prints or slides)",the experience of working with materials 
Visual Arts ,5th Class & 6th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and the work of sculptors, including relief sculptures (prints or slides)",analysing the relationships between the parts and the whole 
Visual Arts ,5th Class & 6th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and the work of sculptors, including relief sculptures (prints or slides)",ways of combining elements in constructing and achieving balance 
Visual Arts ,5th Class & 6th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and the work of sculptors, including relief sculptures (prints or slides)",what he/she or the artist was trying to express 
Visual Arts ,5th Class & 6th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and the work of sculptors, including relief sculptures (prints or slides)",problems encountered and solved in interpreting the human head in clay 
Visual Arts ,5th Class & 6th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and the work of sculptors, including relief sculptures (prints or slides)",pleasing aspects of the work
Visual Arts ,5th Class & 6th Class,Clay,Looking and Responding ,"look at and talk about ritual masks, street theatre masks and figures, and functional and decorative pottery from different cultures and different times (slides or prints)",
Visual Arts ,1st Class & 2nd Class,Clay,Looking and Responding ,"look at, handle and talk about natural and manufactured objects for experience of three-dimensional form","pebbles, shells, fir cones, soft, moulded or carved toys, simple pottery"
Visual Arts ,1st Class & 2nd Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figures by famous sculptors with contrasting styles (or slides or prints)",describing the form 
Visual Arts ,1st Class & 2nd Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figures by famous sculptors with contrasting styles (or slides or prints)",how it felt to work with the clay 
Visual Arts ,1st Class & 2nd Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figures by famous sculptors with contrasting styles (or slides or prints)",how the sculptor may have worked 
Visual Arts ,1st Class & 2nd Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figures by famous sculptors with contrasting styles (or slides or prints)",what he/she or the artist was trying to express 
Visual Arts ,1st Class & 2nd Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figures by famous sculptors with contrasting styles (or slides or prints)",what he/she likes best about the work
Visual Arts ,Junior Infants & Senior Infants ,Clay,Looking and Responding ,"look at, handle and talk about objects with free-flowing forms ","feeling and handling natural forms (e.g. smooth stones, pieces of smooth tree branches, suitable fruit)"
Visual Arts ,Junior Infants & Senior Infants ,Clay,Looking and Responding ,"look at, handle and talk about his/her own work, the work of other children and simple pieces of clay pottery",describing the clay form 
Visual Arts ,Junior Infants & Senior Infants ,Clay,Looking and Responding ,"look at, handle and talk about his/her own work, the work of other children and simple pieces of clay pottery",materials and tools used 
Visual Arts ,Junior Infants & Senior Infants ,Clay,Looking and Responding ,"look at, handle and talk about his/her own work, the work of other children and simple pieces of clay pottery",how he/she enjoyed manipulating the clay 
Visual Arts ,Junior Infants & Senior Infants ,Clay,Looking and Responding ,"look at, handle and talk about his/her own work, the work of other children and simple pieces of clay pottery",how the craftsperson may have worked with it 
Visual Arts ,Junior Infants & Senior Infants ,Clay,Looking and Responding ,"look at, handle and talk about his/her own work, the work of other children and simple pieces of clay pottery",what he/she likes best about the clay form
Visual Arts ,3rd Class & 4th Class,Clay,Looking and Responding ,"look at, handle and talk about natural and manufactured objects for experience of three-dimensional form","pottery, household items with interesting forms"
Visual Arts ,3rd Class & 4th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figurative and non-representational pieces of sculpture (slides or prints)",describing the form 
Visual Arts ,3rd Class & 4th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figurative and non-representational pieces of sculpture (slides or prints)",the malleable nature of the clay 
Visual Arts ,3rd Class & 4th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figurative and non-representational pieces of sculpture (slides or prints)",how he/she or the sculptor used materials 
Visual Arts ,3rd Class & 4th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figurative and non-representational pieces of sculpture (slides or prints)",what he/she or the sculptor was trying to express 
Visual Arts ,3rd Class & 4th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figurative and non-representational pieces of sculpture (slides or prints)","balance, symmetry and overall effect "
Visual Arts ,3rd Class & 4th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figurative and non-representational pieces of sculpture (slides or prints)",problems experienced and solved 
Visual Arts ,3rd Class & 4th Class,Clay,Looking and Responding ,"look at and talk about his/her work, the work of other children and figurative and non-representational pieces of sculpture (slides or prints)",what he/she likes about the work
Visual Arts ,3rd Class & 4th Class,Clay,Looking and Responding ,"look at and talk about ritual masks, street theatre masks and figures, and functional and decorative pottery (or slides or prints)","bowls with decorative surfaces, pottery based on animal forms"
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,outlines and spaces created 
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,how the different parts relate to the whole 
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,the rhythms that are set up 
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,whether the structure is delicately balanced or robust and solid 
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,whether some areas of the structure are busier than others 
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,exploring the possibilities of abstract free-standing paper sculpture 
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,the play of light on the structure
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,the overall sense of balance created
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,make drawings from observation to analyse form and structure,drawing structures seen in nature and exploring light and shade
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,make drawings from observation to analyse form and structure,investigating structure and balance in contemporary architecture and sculpture
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,make imaginative structures,designing theme-based structures relating to local events and festivals 
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,make imaginative structures,designing large-scale papier maché forms and structures 
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,make imaginative structures,"monsters, dinosaurs, huge masks "
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,make imaginative structures,"designing non-representational structures in relief, concentrating on planes, shapes, rhythm, the play of light and shadow, texture "
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,make imaginative structures,designing wire structures that emphasise line and are effective from all angles
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,make imaginative structures,designing a model with moving parts 
Visual Arts ,5th Class & 6th Class,Construction,Making Constructions,make imaginative structures,using a suitable CAD program (where available) to design a structure
Visual Arts ,1st Class & 2nd Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,"grouping, balancing and building with relatively small components and with construction toys that allow free play "
Visual Arts ,1st Class & 2nd Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,how some materials help to create or suggest form 
Visual Arts ,1st Class & 2nd Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,how structure and balance are achieved 
Visual Arts ,1st Class & 2nd Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,how the various outlines and spaces are created 
Visual Arts ,1st Class & 2nd Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,how the different parts relate to the whole 
Visual Arts ,1st Class & 2nd Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,how materials can be joined together 
Visual Arts ,1st Class & 2nd Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,"how some materials can add colour, pattern, texture, interest"
Visual Arts ,1st Class & 2nd Class,Construction,Making Constructions,make imaginative structures,designing a large imaginative complex with a variety of spaces for inventive use (e.g. a castle) 
Visual Arts ,1st Class & 2nd Class,Construction,Making Constructions,make imaginative structures,designing an imaginative structure with some complexity in the division of space (e.g. a miniature theatre set) 
Visual Arts ,1st Class & 2nd Class,Construction,Making Constructions,make imaginative structures,"designing an imaginative plaything from waste material (e.g. a robot, a fantastic toy)"
Visual Arts ,Junior Infants & Senior Infants ,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,"grouping, balancing and building with small components and with construction toys that allow free play "
Visual Arts ,Junior Infants & Senior Infants ,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,"discovering the tallest, lowest, widest, narrowest parts of the structure"
Visual Arts ,Junior Infants & Senior Infants ,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,rearranging the structure
Visual Arts ,Junior Infants & Senior Infants ,Construction,Making Constructions,make imaginative structures ,making an imaginative play structure with large boxes balanced on each other
Visual Arts ,Junior Infants & Senior Infants ,Construction,Making Constructions,make imaginative structures ,drawing or painting what it might be like to be in that structure 
Visual Arts ,Junior Infants & Senior Infants ,Construction,Making Constructions,make imaginative structures ,"making an imaginative dwelling using boxes, pieces of polystyrene "
Visual Arts ,Junior Infants & Senior Infants ,Construction,Making Constructions,make imaginative structures ,painting the finished work in a limited colour range to focus on colour and pure colour (hue) 
Visual Arts ,Junior Infants & Senior Infants ,Construction,Making Constructions,make imaginative structures ,making an imaginative plaything (e.g. making a space helmet or party hat using a large box) 
Visual Arts ,Junior Infants & Senior Infants ,Construction,Making Constructions,make imaginative structures ,making a stabile to explore line and shape in a structure
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,"group, balance and build with a variety of materials "
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,how the different parts relate to the whole 
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,the various outlines and spaces created 
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,whether the structure is delicately balanced or robust and solid 
